rank,mode,lower_value,upper_value,value,bfi,output_q16,normalized_output,delta_q16_from_prev
501,blend8,9,11,11,1,2733,0.04170290684367132,2
502,blend8,5,33,33,4,2740,0.04180971999694819,7
503,blend8,2,24,24,3,2749,0.04194705119401846,9
504,blend8,2,46,46,4,2751,0.04197756923781185,2
505,blend8,2,13,13,1,2760,0.04211490043488213,9
506,blend8,4,38,38,4,2763,0.042160677500572216,3
507,blend8,10,11,11,1,2766,0.042206454566262305,3
508,blend8,10,12,12,3,2770,0.04226749065384909,4
509,blend8,3,16,16,2,2771,0.04228274967574579,1
510,blend8,5,34,34,4,2775,0.04234378576333257,4
511,blend8,6,12,12,1,2777,0.042374303807125965,2
512,blend8,9,18,18,4,2780,0.042420080872816054,3
513,blend8,0,18,18,2,2782,0.04245059891660945,2
514,blend8,1,26,26,3,2784,0.04248111696040284,2
515,blend8,9,12,12,2,2789,0.04255741206988632,5
516,blend8,1,51,51,4,2791,0.042587930113679714,2
517,blend8,6,18,18,3,2794,0.042633707179369804,3
518,blend8,0,27,27,3,2795,0.0426489662012665,1
519,blend8,2,17,17,2,2804,0.04278629739833677,9
520,blend8,2,47,47,4,2810,0.042877851529716945,6
521,blend8,0,52,52,4,2815,0.04295414663920043,5
522,blend8,3,43,43,4,2820,0.04303044174868391,5
523,blend8,4,39,39,4,2822,0.0430609597924773,2
524,blend8,7,12,12,1,2827,0.043137254901960784,5
525,blend8,3,23,23,3,2829,0.043167772945754176,2
526,blend8,3,13,13,1,2832,0.043213550011444266,3
527,blend8,7,17,17,3,2836,0.04327458609903105,4
528,blend8,9,14,14,3,2841,0.04335088120851453,5
529,blend8,5,15,15,2,2846,0.043427176317998015,5
530,blend8,1,18,18,2,2847,0.04344243533989471,1
531,blend8,9,19,19,4,2848,0.04345769436179141,1
532,blend8,5,35,35,4,2850,0.0434882124055848,2
533,blend8,2,25,25,3,2855,0.04356450751506828,5
534,blend8,1,52,52,4,2864,0.04370183871213855,9
535,blend8,4,40,40,4,2869,0.04377813382162203,5
536,fill8,0,11,11,0,2874,0.04385442893110551,5
537,blend8,10,13,13,3,2876,0.043884946974898906,2
538,blend8,7,14,14,2,2879,0.043930724040588995,3
539,blend8,6,19,19,3,2881,0.043961242084382395,2
540,blend8,0,14,14,1,2882,0.04397650110627909,1
541,blend8,3,44,44,4,2883,0.04399176012817579,1
542,blend8,4,16,16,2,2886,0.044037537193865876,3
543,blend8,4,13,13,1,2888,0.04406805523765927,2
544,blend8,8,12,12,1,2893,0.04414435034714275,5
545,blend8,1,27,27,3,2894,0.04415960936903945,1
546,blend8,8,16,16,3,2898,0.04422064545662623,4
547,blend8,1,53,53,4,2902,0.04428168154421302,4
548,blend8,0,55,55,4,2905,0.04432745860990311,3
549,blend8,1,14,14,1,2908,0.044373235675593196,3
550,blend8,3,45,45,4,2909,0.04438849469748989,1
551,blend8,0,56,56,4,2916,0.04449530785076677,7
552,blend8,0,28,28,3,2923,0.04460212100404364,7
553,blend8,11,13,13,4,2931,0.04472419317921721,8
554,blend8,4,41,41,4,2933,0.044754711223010606,2
555,blend8,10,17,17,4,2935,0.044785229266804,2
556,blend8,3,24,24,3,2938,0.04483100633249409,3
557,blend8,3,17,17,2,2940,0.04486152437628748,2
558,blend8,5,13,13,1,2942,0.04489204242008087,2
559,blend8,9,12,12,1,2944,0.044922560463874266,2
560,blend8,1,54,54,4,2945,0.04493781948577096,1
561,blend8,0,19,19,2,2950,0.045014114595254444,5
562,blend8,6,33,33,4,2952,0.04504463263904784,2
563,blend8,0,57,57,4,2968,0.04528877698939498,16
564,blend8,2,18,18,2,2969,0.045304036011291675,1
565,blend8,2,26,26,3,2971,0.04533455405508507,2
566,blend8,4,23,23,3,2973,0.04536507209887846,2
567,blend8,3,46,46,4,2975,0.04539559014267185,2
568,blend8,2,14,14,1,2978,0.04544136720836194,3
569,blend8,10,12,12,1,2987,0.04557869840543221,9
570,blend8,2,50,50,4,2989,0.0456092164492256,2
571,blend8,6,20,20,3,2990,0.0456244754711223,1
572,blend8,6,34,34,4,2992,0.04565499351491569,2
573,blend8,8,14,14,2,2997,0.04573128862439917,5
574,blend8,6,13,13,1,3001,0.04579232471198596,4
575,blend8,8,26,26,4,3004,0.04583810177767605,3
576,blend8,1,19,19,2,3007,0.04588387884336614,3
577,blend8,0,29,29,3,3016,0.04602121004043641,9
578,blend8,0,58,58,4,3017,0.04603646906233311,1
579,blend8,1,28,28,3,3020,0.046082246128023197,3
580,blend8,11,12,12,1,3032,0.04626535439078355,12
581,blend8,3,25,25,3,3034,0.046295872434576946,2
582,blend8,11,13,13,3,3037,0.046341649500267035,3
583,blend8,10,13,13,2,3039,0.04637216754406043,2
584,blend8,2,51,51,4,3041,0.04640268558785382,2
585,blend8,3,14,14,1,3043,0.04643320363164721,2
586,blend8,4,17,17,2,3046,0.0464789806973373,3
587,blend8,7,15,15,2,3048,0.046509498741130695,2
588,blend8,7,13,13,1,3049,0.04652475776302739,1
589,blend8,2,52,52,4,3051,0.046555275806820784,2
590,blend8,7,31,31,4,3053,0.04658579385061418,2
591,blend8,9,16,16,3,3056,0.046631570916304266,3
592,blend8,5,22,22,3,3063,0.04673838406958114,7
593,blend8,3,48,48,4,3065,0.04676890211337453,2
594,blend8,1,56,56,4,3072,0.04687571526665141,7
595,blend8,0,59,59,4,3074,0.0469062333104448,2
596,blend8,2,27,27,3,3079,0.04698252841992828,5
597,blend8,3,18,18,2,3082,0.04702830548561837,3
598,blend8,4,44,44,4,3084,0.047058823529411764,2
599,blend8,10,20,20,4,3086,0.04708934157320516,2
600,blend8,4,24,24,3,3091,0.04716563668268864,5
601,blend8,0,15,15,1,3093,0.04719615472648203,2
602,blend8,4,14,14,1,3096,0.04724193179217212,3
603,blend8,6,36,36,4,3098,0.04727244983596551,2
604,blend8,8,18,18,3,3102,0.0473334859235523,4
605,blend8,6,16,16,2,3107,0.04740978103303578,5
606,blend8,8,13,13,1,3109,0.04744029907682917,2
607,blend8,1,29,29,3,3112,0.04748607614251926,3
608,blend8,1,15,15,1,3119,0.04759288929579614,7
609,blend8,2,19,19,2,3131,0.04777599755855649,12
610,blend8,1,58,58,4,3133,0.047806515602349886,2
611,blend8,0,30,30,3,3134,0.04782177462424658,1
612,blend8,0,60,60,4,3136,0.04785229266803998,2
613,blend8,3,49,49,4,3140,0.04791332875562677,4
614,blend8,11,14,14,3,3142,0.04794384679942016,2
615,blend8,6,37,37,4,3143,0.04795910582131686,1
616,blend8,11,13,13,2,3145,0.04798962386511025,2
617,blend8,3,26,26,3,3147,0.04802014190890364,2
618,fill8,0,12,12,0,3148,0.04803540093080034,1
619,blend8,2,53,53,4,3149,0.048050659952697035,1
620,blend8,9,25,25,4,3152,0.048096437018387124,3
621,blend8,5,17,17,2,3155,0.04814221408407721,3
622,blend8,5,14,14,1,3159,0.048203250171664,4
623,blend8,9,13,13,1,3161,0.04823376821545739,2
624,blend8,2,54,54,4,3162,0.04824902723735409,1
625,blend8,1,20,20,2,3164,0.04827954528114748,2
626,blend8,3,50,50,4,3171,0.048386358434424355,7
627,blend8,2,28,28,3,3175,0.04844739452201114,4
628,blend8,2,15,15,1,3189,0.04866102082856489,14
629,blend8,7,34,34,4,3194,0.04873731593804837,5
630,blend8,12,13,13,3,3197,0.04878309300373846,3
631,blend8,12,14,14,4,3199,0.04881361104753185,2
632,blend8,10,13,13,1,3201,0.048844129091325246,2
633,blend8,4,18,18,2,3204,0.048889906157015335,3
634,blend8,6,14,14,1,3206,0.04892042420080873,2
635,blend8,2,55,55,4,3208,0.04895094224460212,2
636,blend8,8,19,19,3,3211,0.04899671931029221,3
637,blend8,4,46,46,4,3213,0.0490272373540856,2
638,blend8,4,25,25,3,3216,0.04907301441977569,3
639,blend8,5,42,42,4,3218,0.049103532463569084,2
640,blend8,6,22,22,3,3223,0.049179827573052566,5
641,blend8,0,31,31,3,3232,0.04931715877012283,9
642,blend8,4,47,47,4,3237,0.049393453879606315,5
643,blend8,5,43,43,4,3249,0.04957656214236667,12
644,blend8,11,13,13,1,3251,0.049607080186160064,2
645,blend8,3,15,15,1,3256,0.049683375295643546,5
646,blend8,0,21,21,2,3257,0.04969863431754024,1
647,blend8,5,24,24,3,3258,0.04971389333943694,1
648,blend8,7,14,14,1,3260,0.04974441138323033,2
649,blend8,6,17,17,2,3263,0.04979018844892042,3
650,blend8,7,21,21,3,3265,0.04982070649271382,2
651,blend8,1,30,30,3,3266,0.04983596551461052,1
652,blend8,3,51,51,4,3268,0.04986648355840391,2
653,blend8,1,59,59,4,3272,0.049927519645990695,4
654,blend8,2,20,20,2,3284,0.05011062790875105,12
655,blend8,2,56,56,4,3286,0.050141145952544444,2
656,blend8,1,61,61,4,3289,0.05018692301823453,3
657,blend8,2,29,29,3,3291,0.050217441062027926,2
658,blend8,0,61,61,4,3293,0.05024795910582132,2
659,blend8,0,16,16,1,3296,0.05029373617151141,3
660,blend8,12,13,13,1,3303,0.05040054932478828,7
661,blend8,7,36,36,4,3305,0.050431067368581675,2
662,blend8,11,14,14,2,3307,0.05046158541237507,2
663,blend8,11,20,20,4,3308,0.050476844434271764,1
664,blend8,6,23,23,3,3310,0.05050736247806516,2
665,blend8,2,57,57,4,3312,0.05053788052185855,2
666,blend8,1,16,16,1,3314,0.05056839856565194,2
667,blend8,4,15,15,1,3315,0.05058365758754864,1
668,blend8,5,18,18,2,3317,0.05061417563134203,2
669,blend8,1,31,31,3,3319,0.050644693675135424,2
670,blend8,8,14,14,1,3322,0.05069047074082551,3
671,blend8,3,53,53,4,3326,0.0507515068284123,4
672,blend8,4,26,26,3,3329,0.05079728389410239,3
673,blend8,0,32,32,3,3340,0.05096513313496605,11
674,blend8,0,62,62,4,3345,0.05104142824444953,5
675,blend8,6,41,41,4,3350,0.05111772335393301,5
676,blend8,5,45,45,4,3352,0.051148241397726404,2
677,blend8,7,37,37,4,3355,0.051194018463416494,3
678,blend8,4,19,19,2,3359,0.05125505455100328,4
679,blend8,11,16,16,3,3362,0.05130083161669337,3
680,blend8,7,17,17,2,3364,0.05133134966048676,2
681,blend8,8,33,33,4,3366,0.051361867704280154,2
682,blend8,0,63,63,4,3369,0.05140764476997024,3
683,blend8,9,29,29,4,3371,0.051438162813763635,2
684,blend8,5,15,15,1,3374,0.051483939879453725,3
685,blend8,3,28,28,3,3376,0.05151445792324712,2
686,blend8,7,22,22,3,3378,0.05154497596704051,2
687,blend8,9,14,14,1,3381,0.0515907530327306,3
688,blend8,5,25,25,3,3383,0.05162127107652399,2
689,blend8,4,49,49,4,3389,0.05171282520790417,6
690,blend8,2,30,30,3,3392,0.051758602273594266,3
691,blend8,2,16,16,1,3401,0.05189593347066453,9
692,blend8,10,14,14,1,3406,0.051972228580148015,5
693,blend8,6,42,42,4,3407,0.05198748760204471,1
694,blend8,2,58,58,4,3409,0.052018005645838104,2
695,blend8,10,26,26,4,3411,0.0520485236896315,2
696,blend8,0,65,65,4,3413,0.05207904173342489,2
697,blend8,4,27,27,3,3414,0.052094300755321586,1
698,blend8,6,18,18,2,3416,0.05212481879911498,2
699,fill8,0,13,13,0,3421,0.05220111390859846,5
700,blend8,1,32,32,3,3423,0.05223163195239185,2
701,blend8,3,20,20,2,3425,0.052262149996185246,2
702,blend8,6,15,15,1,3427,0.05229266803997864,2
703,blend8,5,46,46,4,3432,0.05236896314946212,5
704,blend8,3,55,55,4,3435,0.05241474021515221,3
705,blend8,0,66,66,4,3437,0.0524452582589456,2
706,blend8,0,22,22,2,3438,0.0524605172808423,1
707,blend8,2,21,21,2,3447,0.052597848477912566,9
708,blend8,1,64,64,4,3449,0.05262836652170596,2
709,blend8,4,50,50,4,3453,0.052689402609292744,4
710,blend8,0,33,33,3,3456,0.052735179674982834,3
711,blend8,13,14,14,3,3458,0.052765697718776226,2
712,blend8,13,15,15,4,3460,0.05279621576256962,2
713,blend8,1,22,22,2,3463,0.05284199282825971,3
714,blend8,11,14,14,1,3465,0.0528725108720531,2
715,blend8,11,15,15,2,3467,0.052903028915846494,2
716,blend8,8,35,35,4,3468,0.05291828793774319,1
717,blend8,11,17,17,3,3470,0.05294880598153658,2
718,blend8,3,16,16,1,3472,0.052979324025329975,2
719,blend8,9,31,31,4,3473,0.05299458304722667,1
720,blend8,5,19,19,2,3475,0.053025101091020065,2
721,blend8,7,15,15,1,3477,0.05305561913481346,2
722,blend8,2,59,59,4,3480,0.053101396200503546,3
723,blend8,9,20,20,3,3484,0.05316243228809033,4
724,blend8,2,31,31,3,3487,0.05320820935378042,3
725,blend8,8,17,17,2,3489,0.053238727397573814,2
726,blend8,1,65,65,4,3500,0.053406576638437474,11
727,blend8,4,52,52,4,3501,0.05342183566033417,1
728,blend8,3,56,56,4,3503,0.05345235370412756,2
729,blend8,13,14,14,2,3505,0.053482871747920956,2
730,blend8,10,28,28,4,3510,0.05355916685740444,5
731,blend8,2,60,60,4,3512,0.05358968490119783,2
732,blend8,10,16,16,2,3515,0.05363546196688792,3
733,blend8,6,25,25,3,3517,0.05366598001068131,2
734,blend8,4,20,20,2,3519,0.053696498054474705,2
735,blend8,0,17,17,1,3524,0.053772793163958194,5
736,blend8,2,61,61,4,3526,0.053803311207751586,2
737,blend8,4,16,16,1,3534,0.05392538338292516,8
738,blend8,8,15,15,1,3536,0.05395590142671855,2
739,blend8,1,17,17,1,3538,0.05398641947051194,2
740,blend8,1,33,33,3,3557,0.054276340886549174,19
741,blend8,3,30,30,3,3559,0.054306858930342566,2
742,blend8,13,14,14,1,3562,0.054352635996032655,3
743,blend8,7,24,24,3,3567,0.05442893110551614,5
744,blend8,13,17,17,4,3569,0.05445944914930953,2
745,blend8,0,34,34,3,3571,0.05448996719310292,2
746,blend8,4,53,53,4,3574,0.05453574425879301,3
747,blend8,12,21,21,4,3576,0.054566262302586405,2
748,blend8,11,18,18,3,3579,0.054612039368276494,3
749,blend8,3,21,21,2,3581,0.054642557412069886,2
750,blend8,5,16,16,1,3585,0.05470359349965667,4
751,blend8,0,23,23,2,3588,0.05474937056534676,3
752,blend8,9,15,15,1,3590,0.054779888609140154,2
753,blend8,0,69,69,4,3595,0.054856183718623636,5
754,blend8,2,22,22,2,3604,0.0549935149156939,9
755,blend8,1,66,66,4,3606,0.055024032959487296,2
756,blend8,2,17,17,1,3609,0.055069810025177385,3
757,blend8,6,46,46,4,3614,0.05514610513466087,5
758,blend8,2,32,32,3,3616,0.05517662317845426,2
759,blend8,7,42,42,4,3618,0.05520714122224765,2
760,blend8,2,62,62,4,3619,0.05522240024414435,1
761,blend8,1,34,34,3,3621,0.05525291828793774,2
762,blend8,11,26,26,4,3623,0.055283436331731134,2
763,blend8,2,63,63,4,3625,0.05531395437552453,2
764,blend8,12,22,22,4,3630,0.05539024948500801,5
765,blend8,9,34,34,4,3631,0.055405508506904705,1
766,blend8,10,15,15,1,3633,0.0554360265506981,2
767,blend8,6,16,16,1,3635,0.05546654459449149,2
768,blend8,4,29,29,3,3637,0.05549706263828488,2
769,blend8,1,67,67,4,3642,0.055573357747768365,5
770,blend8,8,23,23,3,3644,0.05560387579156176,2
771,blend8,1,23,23,2,3649,0.055680170901045246,5
772,blend8,8,38,38,4,3651,0.05571068894483864,2
773,blend8,3,59,59,4,3654,0.05575646601052873,3
774,blend8,5,50,50,4,3657,0.05580224307621882,3
775,blend8,5,51,51,4,3666,0.055939574273289085,9
776,blend8,10,31,31,4,3671,0.056015869382772566,5
777,blend8,3,17,17,1,3673,0.05604638742656596,2
778,blend8,13,15,15,2,3675,0.05607690547035935,2
779,blend8,3,31,31,3,3677,0.056107423514152745,2
780,blend8,11,15,15,1,3680,0.056153200579842834,3
781,blend8,8,39,39,4,3682,0.05618371862363623,2
782,blend8,7,25,25,3,3684,0.05621423666742962,2
783,blend8,7,16,16,1,3689,0.0562905317769131,5
784,blend8,12,23,23,4,3691,0.056321049820706494,2
785,fill8,0,14,14,0,3694,0.05636682688639658,3
786,blend8,0,70,70,4,3696,0.056397344930189976,2
787,blend8,6,47,47,4,3699,0.056443121995880065,3
788,blend8,3,60,60,4,3701,0.05647364003967346,2
789,blend8,9,22,22,3,3703,0.05650415808346685,2
790,blend8,4,56,56,4,3710,0.056610971236743725,7
791,blend8,5,28,28,3,3718,0.056733043411917296,8
792,blend8,2,33,33,3,3720,0.05676356145571069,2
793,blend8,0,18,18,1,3722,0.05679407949950408,2
794,blend8,13,20,20,4,3724,0.056824597543297474,2
795,blend8,14,15,15,3,3726,0.05685511558709087,2
796,blend8,10,32,32,4,3727,0.05687037460898756,1
797,blend8,10,21,21,3,3732,0.056946669718471045,5
798,blend8,1,35,35,3,3734,0.05697718776226444,2
799,blend8,6,27,27,3,3736,0.05700770580605783,2
800,blend8,12,15,15,1,3739,0.05705348287174792,3
801,blend8,4,30,30,3,3741,0.05708400091554131,2
802,blend8,6,20,20,2,3743,0.057114518959334705,2
803,blend8,4,17,17,1,3745,0.0571450370031281,2
804,blend8,3,22,22,2,3746,0.057160296025024794,1
805,blend8,8,16,16,1,3748,0.05719081406881819,2
806,blend8,1,18,18,1,3750,0.05722133211261158,2
807,blend8,8,24,24,3,3755,0.05729762722209506,5
808,blend8,3,61,61,4,3758,0.05734340428778515,3
809,blend8,4,57,57,4,3765,0.057450217441062025,7
810,blend8,0,24,24,2,3767,0.05748073548485542,2
811,blend8,2,23,23,2,3769,0.05751125352864881,2
812,blend8,7,44,44,4,3772,0.0575570305943389,3
813,blend8,5,53,53,4,3774,0.05758754863813229,2
814,blend8,13,15,15,1,3779,0.05766384374761578,5
815,blend8,6,48,48,4,3781,0.057694361791409174,2
816,blend8,2,66,66,4,3783,0.05772487983520257,2
817,blend8,3,32,32,3,3785,0.05775539787899596,2
818,blend8,11,17,17,2,3788,0.05780117494468605,3
819,blend8,1,69,69,4,3793,0.05787747005416953,5
820,blend8,9,23,23,3,3795,0.05790798809796292,2
821,blend8,1,24,24,2,3797,0.057938506141756316,2
822,blend8,7,26,26,3,3800,0.057984283207446405,3
823,blend8,9,16,16,1,3802,0.0580148012512398,2
824,blend8,5,21,21,2,3804,0.05804531929503319,2
825,blend8,5,17,17,1,3805,0.05806057831692989,1
826,blend8,2,18,18,1,3809,0.05812161440451667,4
827,blend8,2,34,34,3,3814,0.058197909514000154,5
828,blend8,1,36,36,3,3819,0.058274204623483636,5
829,blend8,1,70,70,4,3823,0.05833524071107042,4
830,blend8,10,34,34,4,3825,0.058365758754863814,2
831,blend8,14,15,15,1,3831,0.05845731288624399,6
832,blend8,6,49,49,4,3833,0.058487830930037385,2
833,blend8,13,16,16,2,3835,0.05851834897383078,2
834,blend8,10,18,18,2,3838,0.05856412603952087,3
835,blend8,4,22,22,2,3840,0.05859464408331426,2
836,blend8,10,16,16,1,3842,0.05862516212710765,2
837,blend8,7,20,20,2,3847,0.058701457236591134,5
838,blend8,12,26,26,4,3852,0.058777752346074616,5
839,blend8,6,17,17,1,3854,0.05880827038986801,2
840,blend8,3,63,63,4,3856,0.0588387884336614,2
841,blend8,6,28,28,3,3859,0.05888456549935149,3
842,blend8,4,58,58,4,3861,0.05891508354314488,2
843,blend8,8,25,25,3,3864,0.05896086060883497,3
844,blend8,3,33,33,3,3871,0.05906767376211185,7
845,blend8,0,37,37,3,3878,0.05917448691538872,7
846,blend8,9,38,38,4,3880,0.059205004959182114,2
847,blend8,4,59,59,4,3882,0.05923552300297551,2
848,blend8,3,23,23,2,3884,0.0592660410467689,2
849,blend8,5,30,30,3,3887,0.05931181811245899,3
850,blend8,2,67,67,4,3889,0.05934233615625238,2
851,blend8,11,31,31,4,3892,0.05938811322194247,3
852,blend8,13,18,18,3,3894,0.05941863126573586,2
853,blend8,0,25,25,2,3896,0.059449149309529256,2
854,blend8,3,18,18,1,3897,0.05946440833142595,1
855,blend8,5,55,55,4,3899,0.059494926375219345,2
856,blend8,12,17,17,2,3901,0.05952544441901274,2
857,blend8,7,17,17,1,3906,0.05960173952849623,5
858,blend8,6,21,21,2,3908,0.05963225757228962,2
859,blend8,2,35,35,3,3910,0.05966277561608301,2
860,blend8,0,75,75,4,3911,0.05967803463797971,1
861,blend8,3,64,64,4,3913,0.0597085526817731,2
862,blend8,8,43,43,4,3915,0.059739070725566494,2
863,blend8,9,19,19,2,3918,0.05978484779125658,3
864,blend8,4,60,60,4,3920,0.059815365835049976,2
865,blend8,10,36,36,4,3929,0.05995269703212024,9
866,blend8,4,32,32,3,3930,0.05996795605401694,1
867,blend8,1,73,73,4,3934,0.060028992141603725,4
868,blend8,2,24,24,2,3939,0.06010528725108721,5
869,blend8,13,24,24,4,3941,0.0601358052948806,2
870,blend8,0,19,19,1,3943,0.06016632333867399,2
871,blend8,1,37,37,3,3944,0.06018158236057069,1
872,blend8,4,18,18,1,3946,0.06021210040436408,2
873,blend8,1,25,25,2,3948,0.060242618448157474,2
874,blend8,11,32,32,4,3951,0.06028839551384756,3
875,blend8,6,29,29,3,3953,0.060318913557640956,2
876,blend8,12,16,16,1,3955,0.06034943160143435,2
877,blend8,8,26,26,3,3958,0.06039520866712444,3
878,blend8,1,19,19,1,3960,0.06042572671091783,2
879,fill8,0,15,15,0,3962,0.06045624475471122,2
880,blend8,5,22,22,2,3965,0.06050202182040131,3
881,blend8,8,20,20,2,3967,0.060532539864194705,2
882,blend8,6,53,53,4,3976,0.06066987106126497,9
883,blend8,3,34,34,3,3988,0.06085297932402533,12
884,blend8,15,16,16,3,3990,0.06088349736781872,2
885,blend8,11,33,33,4,3991,0.06089875638971542,1
886,blend8,4,61,61,4,3995,0.0609597924773022,4
887,blend8,13,17,17,2,3996,0.0609750514991989,1
888,blend8,13,16,16,1,3998,0.06100556954299229,2
889,blend8,7,21,21,2,4000,0.061036087586785685,2
890,blend8,10,19,19,2,4002,0.06106660563057908,2
891,blend8,2,69,69,4,4004,0.06109712367437247,2
892,blend8,2,70,70,4,4005,0.06111238269626917,1
893,blend8,5,18,18,1,4007,0.06114290074006256,2
894,blend8,11,22,22,3,4009,0.06117341878385595,2
895,blend8,0,76,76,4,4012,0.06121919584954604,3
896,blend8,2,36,36,3,4014,0.061249713893339434,2
897,blend8,9,25,25,3,4017,0.061295490959029524,3
898,blend8,7,28,28,3,4022,0.061371786068513005,5
899,blend8,9,17,17,1,4024,0.0614023041123064,2
900,blend8,4,62,62,4,4031,0.06150911726558327,7
901,blend8,9,41,41,4,4033,0.06153963530937667,2
902,blend8,7,50,50,4,4035,0.061570153353170065,2
903,blend8,5,58,58,4,4038,0.061615930418860154,3
904,blend8,8,45,45,4,4041,0.06166170748455024,3
905,blend8,2,19,19,1,4042,0.06167696650644694,1
906,blend8,6,30,30,3,4045,0.06172274357213703,3
907,blend8,0,26,26,2,4047,0.06175326161593042,2
908,blend8,9,42,42,4,4048,0.06176852063782712,1
909,blend8,4,33,33,3,4050,0.06179903868162051,2
910,blend8,10,17,17,1,4052,0.0618295567254139,2
911,blend8,14,18,18,3,4054,0.061860074769207296,2
912,blend8,1,74,74,4,4055,0.06187533379110399,1
913,blend8,12,18,18,2,4057,0.061905851834897385,2
914,blend8,12,21,21,3,4059,0.06193636987869078,2
915,blend8,6,18,18,1,4061,0.06196688792248417,2
916,blend8,1,75,75,4,4066,0.06204318303196765,5
917,blend8,6,22,22,2,4068,0.062073701075761045,2
918,blend8,0,39,39,3,4075,0.06218051422903792,7
919,blend8,8,27,27,3,4076,0.062195773250934616,1
920,blend8,3,67,67,4,4078,0.06222629129472801,2
921,blend8,3,35,35,3,4085,0.062333104448004883,7
922,blend8,9,20,20,2,4087,0.062363622491798276,2
923,blend8,5,59,59,4,4092,0.06243991760128176,5
924,blend8,7,51,51,4,4094,0.06247043564507515,2
925,blend8,11,23,23,3,4097,0.06251621271076524,3
926,blend8,15,16,16,1,4099,0.06254673075455863,2
927,blend8,8,46,46,4,4101,0.06257724879835203,2
928,blend8,3,19,19,1,4104,0.06262302586404211,3
929,blend8,2,25,25,2,4106,0.06265354390783551,2
930,blend8,11,17,17,1,4108,0.0626840619516289,2
931,blend8,7,18,18,1,4111,0.06272983901731899,3
932,blend8,9,26,26,3,4118,0.06283665217059586,7
933,blend8,8,21,21,2,4125,0.06294346532387274,7
934,blend8,1,26,26,2,4127,0.06297398336766613,2
935,blend8,5,32,32,3,4132,0.06305027847714961,5
