mode,lower_value,upper_value,value,bfi,estimated_output,output_q16,normalized_output
blend8,0,3,3,1,12.884125,547,0.008346684977492943
blend8,0,11,11,4,13.15614,559,0.008529793240253299
blend8,0,4,4,2,13.443006,571,0.008712901503013657
blend8,1,9,9,4,13.533083,575,0.008773937590600443
blend8,1,5,5,3,13.602439,577,0.008804455634393835
blend8,1,3,3,1,13.614303,578,0.008819714656290532
blend8,2,3,3,2,13.658608,580,0.008850232700083924
blend8,2,5,5,4,13.67643,581,0.00886549172198062
blend8,0,6,6,3,13.940453,592,0.009033340962844283
blend8,0,12,12,4,14.397368,611,0.009323262378881514
blend8,1,10,10,4,14.756511,626,0.00955214770733196
blend8,1,4,4,2,14.866737,631,0.009628442816815443
blend8,2,3,3,1,14.910837,633,0.009658960860608835
blend8,2,4,4,3,14.93226,634,0.009674219882505532
blend8,0,13,13,4,15.656054,665,0.01014724956130312
blend8,1,11,11,4,15.980308,678,0.010345616845960174
blend8,1,6,6,3,16.115743,684,0.010437170977340352
blend8,2,7,7,4,16.156429,686,0.010467689021133745
blend8,0,7,7,3,16.430283,698,0.010650797283894103
fill8,0,3,3,0,16.551213,703,0.010727092393377585
blend8,0,14,14,4,16.880188,717,0.010940718699931334
blend8,0,5,5,2,17.166125,729,0.011123826962691692
blend8,1,12,12,4,17.201391,730,0.011139085984588388
blend8,2,5,5,3,17.430281,740,0.011291676203555352
blend8,2,4,4,2,17.442155,741,0.011306935225452048
blend8,3,4,4,4,17.487202,742,0.011322194247348745
blend8,0,4,4,1,17.891507,760,0.011596856641489281
blend8,0,15,15,4,18.121575,769,0.011734187838559548
blend8,1,13,13,4,18.463054,784,0.011963073167009996
blend8,1,7,7,3,18.567307,788,0.012024109254596781
blend8,1,5,5,2,18.605698,790,0.012054627298390174
blend8,1,4,4,1,18.650084,792,0.012085145342183566
blend8,3,4,4,3,18.748535,796,0.012146181429770352
blend8,0,8,8,3,18.915078,803,0.012252994583047227
blend8,0,16,16,4,19.314776,820,0.012512397955291066
blend8,1,14,14,4,19.652267,834,0.012726024261844816
blend8,2,10,10,4,19.925916,846,0.012909132524605172
blend8,2,4,4,1,19.951806,847,0.012924391546501868
blend8,3,4,4,2,20.012241,850,0.01297016861219196
blend8,0,17,17,4,20.536228,872,0.01330586709391928
blend8,1,15,15,4,20.893412,887,0.013534752422369727
blend8,0,6,6,2,20.922694,888,0.013550011444266423
blend8,1,8,8,3,21.090257,895,0.013656824597543298
blend8,2,11,11,4,21.154182,898,0.013702601663233387
blend8,2,5,5,2,21.179222,899,0.013717860685130083
blend8,3,7,7,4,21.230212,901,0.013748378728923476
blend8,3,4,4,1,21.264817,903,0.013778896772716868
blend8,0,9,9,3,21.434294,910,0.013885709925993743
blend8,0,18,18,4,21.773844,924,0.014099336232547494
blend8,1,16,16,4,22.12637,939,0.01432822156099794
blend8,1,6,6,2,22.352739,949,0.014480811779964905
blend8,2,12,12,4,22.371871,950,0.014496070801861601
blend8,2,7,7,3,22.445957,953,0.01454184786755169
blend8,3,8,8,4,22.520083,956,0.01458762493324178
blend8,0,5,5,1,22.878498,971,0.014816510261692225
fill8,0,4,4,0,22.981253,976,0.014892805371175709
blend8,1,17,17,4,23.310634,990,0.015106431677729458
blend8,1,9,9,3,23.570391,1001,0.015274280918593118
blend8,1,5,5,1,23.627531,1003,0.01530479896238651
blend8,2,13,13,4,23.643187,1004,0.015320057984283207
blend8,3,9,9,4,23.738444,1008,0.015381094071869994
blend8,3,5,5,2,23.779597,1010,0.015411612115663387
blend8,4,5,5,4,23.824718,1011,0.015426871137560083
blend8,0,10,10,3,23.958765,1017,0.015518425268940261
blend8,0,20,20,4,24.20335,1028,0.01568627450980392
blend8,0,7,7,2,24.602045,1044,0.015930418860151063
blend8,1,18,18,4,24.611736,1045,0.01594567788204776
blend8,2,14,14,4,24.861967,1056,0.016113527122911423
blend8,2,5,5,1,24.955247,1059,0.016159304188601512
blend8,2,8,8,3,24.956852,1060,0.01617456321049821
blend8,2,6,6,2,24.98036,1061,0.016189822232394905
blend8,3,10,10,4,25.025663,1062,0.0162050812542916
blend8,4,5,5,3,25.069881,1064,0.016235599298084994
blend8,4,6,6,4,25.094882,1065,0.01625085831998169
blend8,0,21,21,4,25.480119,1082,0.01651026169222553
blend8,1,19,19,4,25.737913,1093,0.01667811093308919
blend8,1,10,10,3,26.028909,1105,0.016861219195849545
blend8,2,15,15,4,26.05487,1106,0.01687647821774624
blend8,1,7,7,2,26.07606,1107,0.016891737239642938
blend8,3,11,11,4,26.275201,1116,0.017029068436713205
blend8,3,5,5,1,26.31147,1117,0.0170443274586099
blend8,4,5,5,2,26.332872,1118,0.017059586480506598
blend8,4,7,7,4,26.347093,1119,0.017074845502403294
blend8,0,11,11,3,26.407643,1121,0.01710536354619669
blend8,0,22,22,4,26.698405,1133,0.017288471808957047
blend8,1,20,20,4,26.927765,1143,0.01744106202792401
blend8,2,9,9,3,27.421847,1164,0.017761501487754634
blend8,3,12,12,4,27.506037,1168,0.01782253757534142
blend8,4,5,5,1,27.591357,1171,0.01786831464103151
blend8,4,6,6,3,27.611615,1172,0.017883573662928205
blend8,0,6,6,1,27.842794,1182,0.01803616388189517
blend8,0,23,23,4,27.954184,1187,0.018112458991378654
blend8,1,21,21,4,28.242679,1199,0.01829556725413901
blend8,0,8,8,2,28.373164,1205,0.01838712138551919
blend8,1,11,11,3,28.458928,1208,0.018432898451209278
blend8,2,17,17,4,28.524953,1211,0.018478675516899367
blend8,1,6,6,1,28.578894,1213,0.01850919356069276
blend8,2,7,7,2,28.721984,1219,0.018600747692072938
blend8,3,13,13,4,28.817396,1223,0.018661783779659723
blend8,3,8,8,3,28.838944,1224,0.01867704280155642
blend8,4,9,9,4,28.86344,1225,0.018692301823453116
blend8,0,12,12,3,28.930288,1228,0.018738078889143205
blend8,0,24,24,4,29.096377,1235,0.01884489204242008
fill8,0,5,5,0,29.375834,1247,0.019028000305180436
blend8,1,22,22,4,29.454318,1250,0.01907377737087053
blend8,2,18,18,4,29.714149,1262,0.019256885633630885
blend8,1,8,8,2,29.755822,1263,0.01927214465552758
blend8,2,6,6,1,29.975677,1273,0.019424734874494545
blend8,4,6,6,2,30.119426,1279,0.019516289005874723
blend8,3,14,14,4,30.172718,1281,0.019546807049668116
blend8,0,25,25,4,30.553563,1297,0.019790951400015258
blend8,1,23,23,4,30.605184,1299,0.01982146944380865
blend8,1,12,12,3,31.03245,1317,0.02009613183794919
blend8,2,19,19,4,31.069388,1319,0.02012664988174258
blend8,3,15,15,4,31.23293,1326,0.020233463035019456
blend8,3,9,9,3,31.314293,1329,0.020279240100709545
blend8,3,7,7,2,31.31909,1330,0.02029449912260624
blend8,3,6,6,1,31.354502,1331,0.020309758144502938
blend8,0,13,13,3,31.366935,1332,0.020325017166399634
blend8,5,6,6,3,31.419965,1334,0.020355535210193027
blend8,5,7,7,4,31.454216,1335,0.020370794232089724
blend8,0,26,26,4,31.483799,1337,0.020401312275883116
blend8,1,24,24,4,31.858438,1353,0.020645456626230258
blend8,0,9,9,2,32.111558,1363,0.020798046845197222
blend8,2,20,20,4,32.298599,1371,0.020920119020370793
blend8,2,11,11,3,32.397003,1375,0.020981155107957578
blend8,2,8,8,2,32.496104,1380,0.021057450217441064
blend8,4,12,12,4,32.609929,1384,0.02111848630502785
blend8,4,6,6,1,32.647511,1386,0.021149004348821242
blend8,4,8,8,3,32.672092,1387,0.021164263370717938
blend8,5,6,6,2,32.688085,1388,0.021179522392614634
blend8,0,27,27,4,32.710175,1389,0.02119478141451133
blend8,0,7,7,1,32.87141,1396,0.021301594567788205
blend8,1,25,25,4,33.121651,1406,0.02145418478675517
blend8,1,13,13,3,33.444568,1420,0.021667811093308918
blend8,2,21,21,4,33.524668,1423,0.021713588158999007
blend8,1,9,9,2,33.558418,1425,0.0217441062027924
blend8,1,7,7,1,33.602477,1427,0.021774624246585793
blend8,3,17,17,4,33.810483,1435,0.021896696421759364
blend8,3,10,10,3,33.846747,1437,0.021927214465552756
blend8,0,28,28,4,33.866539,1438,0.021942473487449453
blend8,4,7,7,2,33.904794,1439,0.02195773250934615
blend8,5,6,6,1,33.943579,1441,0.021988250553139545
blend8,5,7,7,3,33.973134,1442,0.022003509575036242
blend8,1,26,26,4,34.282329,1455,0.022201876859693295
blend8,2,22,22,4,34.702446,1473,0.02247653925383383
blend8,2,12,12,3,34.906002,1482,0.022613870450904097
blend8,2,7,7,1,34.950122,1484,0.02264438849469749
blend8,3,18,18,4,35.017215,1487,0.02269016556038758
blend8,0,29,29,4,35.07888,1489,0.02272068360418097
blend8,4,14,14,4,35.089449,1490,0.022735942626077667
blend8,3,8,8,2,35.122446,1491,0.022751201647974364
blend8,4,9,9,3,35.160268,1493,0.022781719691767757
blend8,5,10,10,4,35.248327,1496,0.022827496757457846
blend8,1,27,27,4,35.51917,1508,0.023010605020218206
fill8,0,6,6,0,35.788247,1519,0.023178454261081866
blend8,0,10,10,2,35.818616,1521,0.02320897230487526
blend8,1,14,14,3,35.856449,1522,0.023224231326771955
blend8,2,9,9,2,36.145905,1535,0.023422598611429007
blend8,0,15,15,3,36.328743,1542,0.023529411764705882
blend8,3,19,19,4,36.341803,1543,0.02354467078660258
blend8,3,7,7,1,36.381531,1545,0.02357518883039597
blend8,4,15,15,4,36.434064,1547,0.023605706874189364
blend8,5,11,11,4,36.472337,1548,0.02362096589608606
blend8,5,7,7,2,36.496595,1549,0.023636224917982757
blend8,5,8,8,3,36.511428,1550,0.023651483939879453
blend8,1,28,28,4,36.72242,1559,0.02378881513694972
blend8,2,24,24,4,37.191087,1579,0.02409399557488365
blend8,1,10,10,2,37.238406,1581,0.024124513618677044
blend8,2,13,13,3,37.419046,1589,0.024246585793850615
blend8,3,20,20,4,37.468275,1591,0.024277103837644008
blend8,0,31,31,4,37.490006,1592,0.024292362859540704
blend8,4,10,10,3,37.657152,1599,0.02439917601281758
blend8,4,7,7,1,37.679033,1600,0.024414435034714275
blend8,6,7,7,3,37.780822,1604,0.02447547112230106
blend8,4,16,16,4,37.796368,1605,0.024490730144197757
blend8,1,29,29,4,37.837415,1606,0.024505989166094453
blend8,0,8,8,1,37.841655,1607,0.02452124818799115
blend8,1,15,15,3,38.358054,1628,0.024841687647821773
blend8,2,25,25,4,38.453789,1633,0.02491798275730526
blend8,1,8,8,1,38.592614,1638,0.02499427786678874
blend8,0,16,16,3,38.792189,1647,0.025131609063859008
blend8,3,9,9,2,38.922284,1652,0.02520790417334249
blend8,4,17,17,4,38.942265,1653,0.025223163195239186
blend8,0,32,32,4,38.951702,1654,0.025238422217135882
blend8,5,7,7,1,39.029827,1657,0.02528419928282597
blend8,5,9,9,3,39.046208,1658,0.025299458304722668
blend8,1,30,30,4,39.231802,1666,0.02542153047989624
blend8,0,11,11,2,39.639226,1683,0.025680933852140077
blend8,2,26,26,4,39.690423,1685,0.02571145189593347
blend8,2,14,14,3,39.934425,1695,0.025864042114900433
blend8,2,10,10,2,39.948774,1696,0.025879301136797133
blend8,2,8,8,1,39.985529,1698,0.025909819180590526
blend8,0,33,33,4,40.116827,1703,0.025986114290074008
blend8,3,22,22,4,40.128887,1704,0.026001373311970704
blend8,4,18,18,4,40.213476,1707,0.026047150377660793
blend8,4,11,11,3,40.222173,1708,0.02606240939955749
blend8,6,7,7,1,40.268532,1710,0.026092927443350882
blend8,5,8,8,2,40.325416,1712,0.026123445487144275
blend8,6,10,10,4,40.359572,1713,0.02613870450904097
blend8,5,14,14,4,40.381027,1714,0.026153963530937668
blend8,1,31,31,4,40.560814,1722,0.02627603570611124
blend8,1,11,11,2,40.822208,1733,0.0264438849469749
blend8,1,16,16,3,40.840943,1734,0.026459143968871595
blend8,2,27,27,4,41.018593,1741,0.02656595712214847
blend8,3,23,23,4,41.320354,1754,0.026764324406805522
blend8,3,13,13,3,41.362681,1756,0.026794842450598915
blend8,3,8,8,1,41.417436,1758,0.026825360494392308
blend8,4,9,9,2,41.466926,1760,0.026855878538185704
blend8,0,34,34,4,41.469147,1761,0.0268711375600824
blend8,5,15,15,4,41.593883,1766,0.026947432669565882
blend8,5,10,10,3,41.63111,1767,0.02696269169146258
blend8,4,19,19,4,41.638018,1768,0.026977950713359275
blend8,1,32,32,4,41.815717,1775,0.02708476386663615
blend8,2,28,28,4,42.136895,1789,0.0272983901731899
fill8,0,7,7,0,42.212069,1792,0.027344167238879988
blend8,2,15,15,3,42.36298,1799,0.027450980392156862
blend8,3,24,24,4,42.620109,1809,0.027603570611123826
blend8,0,35,35,4,42.660667,1811,0.02763408865491722
blend8,4,12,12,3,42.713743,1813,0.02766460669871061
blend8,3,10,10,2,42.716809,1814,0.027679865720607308
blend8,4,8,8,1,42.765625,1816,0.0277103837644007
blend8,0,9,9,1,42.841079,1819,0.02775616083009079
blend8,6,8,8,2,42.87224,1820,0.027771419851987486
blend8,1,33,33,4,42.986697,1825,0.02784771496147097
blend8,0,12,12,2,43.14645,1832,0.027954528114747846
blend8,2,29,29,4,43.252762,1836,0.02801556420233463
blend8,1,17,17,3,43.381516,1842,0.02810711833371481
blend8,1,9,9,1,43.587758,1851,0.028244449530785077
blend8,0,36,36,4,43.633461,1852,0.028259708552681773
blend8,0,18,18,3,43.674025,1854,0.028290226596475166
blend8,2,11,11,2,43.727675,1856,0.02832074464026856
blend8,3,25,25,4,43.760831,1858,0.02835126268406195
blend8,3,14,14,3,43.904606,1864,0.02844281681544213
blend8,4,21,21,4,43.940978,1866,0.028473334859235522
blend8,7,8,8,3,43.981869,1867,0.02848859388113222
blend8,7,9,9,4,43.989493,1868,0.028503852903028915
blend8,5,17,17,4,44.014328,1869,0.02851911192492561
blend8,5,9,9,2,44.060758,1871,0.028549629968719004
blend8,5,11,11,3,44.103645,1872,0.0285648889906157
blend8,5,8,8,1,44.128372,1873,0.028580148012512397
blend8,1,34,34,4,44.219835,1877,0.028641184100099183
blend8,2,30,30,4,44.333361,1882,0.028717479209582664
blend8,1,12,12,2,44.76384,1900,0.028992141603723202
blend8,0,37,37,4,44.841391,1904,0.029053177691309988
blend8,3,26,26,4,44.887571,1906,0.02908369573510338
blend8,4,22,22,4,44.999697,1910,0.029144731822690166
blend8,2,9,9,1,45.01125,1911,0.029159990844586862
blend8,2,16,16,3,45.032773,1912,0.02917524986648356
blend8,4,10,10,2,45.255382,1921,0.029312581063553826
blend8,7,8,8,2,45.282424,1922,0.029327840085450523
blend8,7,10,10,4,45.313247,1924,0.029358358129243915
blend8,6,8,8,1,45.374259,1926,0.029388876173037308
blend8,1,35,35,4,45.383105,1927,0.029404135194934004
blend8,6,14,14,4,45.433427,1929,0.029434653238727397
blend8,2,31,31,4,45.711518,1941,0.029617761501487753
blend8,0,38,38,4,45.913163,1949,0.029739833676661324
blend8,1,18,18,3,45.933289,1950,0.02975509269855802
blend8,0,19,19,3,46.102827,1957,0.0298619058518349
blend8,3,15,15,3,46.286177,1965,0.02998397802700847
blend8,1,36,36,4,46.333455,1967,0.030014496070801863
blend8,3,11,11,2,46.369208,1969,0.030045014114595255
blend8,3,27,27,4,46.438878,1972,0.030090791180285344
blend8,3,9,9,1,46.466536,1973,0.03010605020218204
blend8,7,8,8,1,46.527223,1975,0.030136568245975433
blend8,7,9,9,3,46.538071,1976,0.03015182726787213
blend8,7,11,11,4,46.582309,1978,0.030182345311665523
blend8,6,9,9,2,46.632149,1980,0.030212863355458915
blend8,5,12,12,3,46.670809,1981,0.03022812237735561
blend8,3,28,28,4,47.044275,1997,0.030472266727702754
blend8,0,13,13,2,47.157422,2002,0.030548561837186235
blend8,0,39,39,4,47.378946,2011,0.030685893034256503
blend8,2,32,32,4,47.395432,2012,0.0307011520561532
blend8,2,12,12,2,47.474028,2015,0.030746929121843288
blend8,2,17,17,3,47.478674,2016,0.030762188143739988
blend8,4,24,24,4,47.627276,2022,0.030853742275120166
blend8,4,9,9,1,47.751458,2027,0.030930037384603648
blend8,0,10,10,1,47.776482,2028,0.030945296406500344
blend8,4,14,14,3,47.782968,2029,0.03096055542839704
blend8,6,16,16,4,47.832649,2031,0.030991073472190434
blend8,6,11,11,3,47.887355,2033,0.031021591515983826
blend8,5,10,10,2,47.913269,2034,0.031036850537880523
blend8,2,33,33,4,48.20884,2047,0.031235217822537575
blend8,1,19,19,3,48.35048,2053,0.031326771953917754
blend8,1,13,13,2,48.448115,2057,0.03138780804150454
blend8,1,10,10,1,48.464261,2058,0.031403067063401235
blend8,0,40,40,4,48.566551,2062,0.03146410315098802
fill8,0,8,8,0,48.594995,2063,0.03147936217288472
blend8,3,29,29,4,48.619459,2064,0.031494621194781414
blend8,5,21,21,4,48.824838,2073,0.03163195239185168
blend8,0,20,20,3,48.903138,2076,0.03167772945754177
blend8,3,16,16,3,48.920396,2077,0.031692988479438466
blend8,4,11,11,2,48.952787,2078,0.03170824750133516
blend8,6,17,17,4,48.965671,2079,0.03172350652323186
blend8,7,9,9,2,49.004781,2080,0.031738765545128556
blend8,8,9,9,4,49.028439,2081,0.03175402456702525
blend8,5,9,9,1,49.084452,2084,0.03179980163271534
blend8,0,41,41,4,49.733528,2111,0.03221179522392614
blend8,2,18,18,3,49.823797,2115,0.032272831311512935
blend8,3,30,30,4,49.829594,2116,0.03228809033340963
blend8,2,10,10,1,50.007292,2123,0.032394903486686506
blend8,2,34,34,4,50.10075,2127,0.03245593957427329
blend8,3,12,12,2,50.172152,2130,0.03250171663996338
blend8,4,15,15,3,50.271578,2134,0.032562752727550166
blend8,6,18,18,4,50.34713,2137,0.032608529793240255
blend8,6,12,12,3,50.363712,2138,0.03262378881513695
blend8,6,10,10,2,50.40473,2140,0.032654306858930345
blend8,6,9,9,1,50.435614,2141,0.03266956588082704
blend8,2,35,35,4,50.476705,2143,0.032700083924620434
blend8,0,14,14,2,50.616032,2149,0.03279163805600061
blend8,1,20,20,3,50.835867,2158,0.03292896925307088
blend8,0,21,21,3,51.141402,2171,0.03312733653772793
blend8,2,13,13,2,51.179547,2173,0.033157854581521325
blend8,3,17,17,3,51.245593,2176,0.033203631647211414
blend8,1,40,40,4,51.346474,2180,0.0332646677347982
blend8,7,9,9,1,51.539039,2188,0.03338673990997177
blend8,3,10,10,1,51.595383,2190,0.03341725795376516
blend8,8,9,9,2,51.610778,2191,0.03343251697566186
blend8,7,15,15,4,51.641816,2192,0.033447775997558556
blend8,0,42,42,4,51.658255,2193,0.03346303501945525
blend8,5,11,11,2,51.677152,2194,0.03347829404135195
blend8,6,19,19,4,51.710697,2195,0.033493553063248645
blend8,5,14,14,3,51.86806,2202,0.03360036621652552
blend8,3,31,31,4,51.8958,2203,0.033615625238422216
blend8,1,14,14,2,52.100079,2212,0.03375295643549248
blend8,5,23,23,4,52.248795,2218,0.03384451056687266
blend8,2,36,36,4,52.267912,2219,0.03385976958876936
blend8,2,19,19,3,52.437031,2226,0.03396658274204623
blend8,4,28,28,4,52.593527,2233,0.03407339589532311
blend8,4,10,10,1,52.768314,2240,0.03418020904859999
blend8,0,11,11,1,52.819984,2242,0.03421072709239338
blend8,5,24,24,4,52.880417,2245,0.03425650415808347
blend8,1,41,41,4,52.933695,2247,0.03428702220187686
blend8,8,10,10,3,52.943101,2248,0.03430228122377356
blend8,8,12,12,4,52.993163,2250,0.03433279926756695
blend8,1,11,11,1,53.346382,2265,0.0345616845960174
blend8,2,37,37,4,53.484158,2271,0.034653238727397576
blend8,0,22,22,3,53.734681,2281,0.03480582894636454
blend8,0,44,44,4,53.923806,2289,0.03492790112153811
blend8,3,13,13,2,53.958887,2291,0.0349584191653315
blend8,3,18,18,3,54.014938,2293,0.034988937209124896
blend8,4,29,29,4,54.046601,2295,0.03501945525291829
blend8,7,12,12,3,54.096664,2297,0.03504997329671168
blend8,5,15,15,3,54.126719,2298,0.03506523231860838
blend8,5,10,10,1,54.183414,2300,0.03509575036240177
blend8,6,11,11,2,54.208766,2301,0.03511100938429847
blend8,3,33,33,4,54.251320625000005,2303,0.03514152742809186
blend8,5,25,25,4,54.270807,2304,0.035156786449988556
blend8,1,42,42,4,54.37479,2308,0.03521782253757534
blend8,0,15,15,2,54.567975,2317,0.03535515373464561
blend8,3,34,34,4,54.823201,2328,0.03552300297550927
blend8,2,20,20,3,54.874227,2330,0.03555352101930266
blend8,2,11,11,1,54.961299,2333,0.03559929808499275
blend8,2,14,14,2,54.986973,2334,0.03561455710688945
fill8,0,9,9,0,55.04612,2337,0.035660334172579536
blend8,4,30,30,4,55.148816,2341,0.03572137026016632
blend8,5,26,26,4,55.272898,2347,0.0358129243915465
blend8,6,14,14,3,55.323603,2349,0.03584344243533989
blend8,8,10,10,2,55.374308,2351,0.035873960479133285
blend8,4,17,17,3,55.430359,2353,0.03590447852292668
blend8,7,18,18,4,55.436992,2354,0.035919737544823374
blend8,5,12,12,2,55.461058,2355,0.03593499656672007
blend8,6,10,10,1,55.48641,2356,0.03595025558861677
blend8,2,38,38,4,55.763894,2367,0.03611810482948043
blend8,2,39,39,4,55.813956,2370,0.03616388189517052
blend8,1,22,22,3,55.845619,2371,0.03617914091706722
blend8,1,15,15,2,55.902313,2373,0.03620965896086061
blend8,0,45,45,4,55.927344,2374,0.03622491798275731
blend8,0,23,23,3,56.040411,2379,0.03630121309224079
blend8,3,35,35,4,56.100845,2382,0.03634699015793088
blend8,0,46,46,4,56.377685,2393,0.03651483939879454
blend8,3,19,19,3,56.433093,2396,0.03656061646448463
blend8,3,11,11,1,56.514175,2399,0.03660639353017472
blend8,7,10,10,1,56.60189,2403,0.0366674296177615
blend8,4,13,13,2,56.62061,2404,0.0366826886396582
blend8,7,11,11,2,56.651952,2405,0.036697947661554896
blend8,1,44,44,4,56.704587,2407,0.03672846570534829
blend8,5,27,27,4,56.764698,2410,0.03677424277103838
blend8,6,23,23,4,56.81476,2412,0.03680476081483177
blend8,2,40,40,4,57.430481,2438,0.037201495384145876
blend8,2,21,21,3,57.48621,2441,0.037247272449835965
blend8,3,36,36,4,57.642707,2447,0.03733882658121614
blend8,3,14,14,2,57.735768,2451,0.03739986266880293
blend8,4,11,11,1,57.848192,2456,0.03747615777828641
blend8,5,28,28,4,57.878891,2457,0.03749141680018311
blend8,0,12,12,1,57.899862,2458,0.0375066758220798
blend8,8,10,10,1,57.929596,2459,0.0375219348439765
blend8,6,12,12,2,58.041699,2464,0.03759822995345998
blend8,6,15,15,3,58.092404,2466,0.037628747997253374
blend8,1,23,23,3,58.258106,2473,0.03773556115053025
blend8,1,12,12,1,58.426903,2480,0.03784237430380712
blend8,0,16,16,2,58.482312,2483,0.03788815136949721
blend8,3,37,37,4,58.594093,2488,0.037964446478980694
blend8,1,45,45,4,58.646727,2490,0.03799496452277409
blend8,2,15,15,2,58.67614,2491,0.03801022354467078
blend8,0,24,24,3,58.758508,2495,0.03807125963225757
blend8,3,20,20,3,59.038443,2506,0.038239108873121236
blend8,5,29,29,4,59.094495,2509,0.038284885938811325
blend8,5,11,11,1,59.144557,2511,0.03831540398260472
blend8,9,10,10,1,59.157179,2512,0.038330663004501414
blend8,8,11,11,2,59.257303,2516,0.0383916990920882
blend8,5,13,13,2,59.319344,2518,0.03842221713588159
blend8,2,41,41,4,59.534785,2528,0.038574807354848556
blend8,1,16,16,2,59.617154,2531,0.038620584420538645
blend8,0,47,47,4,59.811625,2539,0.038742656595712216
blend8,2,22,22,3,59.872701,2542,0.038788433661402305
blend8,2,12,12,1,59.923085,2544,0.0388189517051957
blend8,4,34,34,4,60.034545,2549,0.03889524681467918
blend8,3,38,38,4,60.097871,2551,0.03892576485847257
blend8,4,19,19,3,60.197995,2556,0.039002059967956054
blend8,6,26,26,4,60.259393,2558,0.03903257801174945
blend8,2,42,42,4,60.312027,2561,0.039078355077439536
blend8,1,47,47,4,60.476122,2567,0.039169909208819714
blend8,7,12,12,2,60.484885,2568,0.03918516823071641
blend8,4,14,14,2,60.51088,2569,0.03920042725261311
blend8,6,11,11,1,60.534947,2570,0.0392156862745098
blend8,8,18,18,4,60.597631,2573,0.03926146334019989
blend8,8,13,13,3,60.648336,2575,0.039291981383993285
blend8,5,30,30,4,60.760439,2580,0.03936827649347677
blend8,2,43,43,4,60.81243,2582,0.03939879453727016
blend8,1,24,24,3,60.844415,2583,0.039414053559166856
blend8,3,39,39,4,61.150025,2596,0.03961242084382391
blend8,0,25,25,3,61.17003,2597,0.039627679865720605
blend8,3,21,21,3,61.375195,2606,0.03976501106279087
fill8,0,10,10,0,61.48569,2610,0.03982604715037766
blend8,3,12,12,1,61.50666,2611,0.039841306172274354
blend8,3,15,15,2,61.51265,2612,0.03985656519417105
blend8,5,31,31,4,61.537038,2613,0.03987182421606775
blend8,4,35,35,4,61.650427,2617,0.03993286030365453
blend8,7,11,11,1,61.712468,2620,0.03997863736934462
blend8,9,11,11,2,61.762529,2622,0.040009155413138014
blend8,6,13,13,2,61.813234,2624,0.040039673456931414
blend8,8,19,19,4,61.976042,2631,0.04014648661020829
blend8,2,44,44,4,62.040655,2634,0.04019226367589838
blend8,1,48,48,4,62.142066,2638,0.04025329976348516
blend8,0,17,17,2,62.228494,2642,0.04031433585107195
blend8,3,40,40,4,62.314923,2646,0.040375371938658734
blend8,2,23,23,3,62.39098,2649,0.04042114900434882
blend8,10,11,11,3,62.591763,2657,0.040543221179522394
blend8,4,20,20,3,62.640538,2659,0.04057373922331579
blend8,4,36,36,4,62.753284,2664,0.04065003433279927
blend8,0,13,13,1,62.779601,2665,0.040665293354695965
blend8,4,12,12,1,62.803346,2666,0.04068055237659266
blend8,2,16,16,2,62.810622,2667,0.04069581139848936
blend8,7,24,24,4,62.928714,2672,0.04077210650797284
