name,mode,use_fill16,r16,g16,b16,w16
sparse_cyanteal_r0.00g0.50b0.80_65535_w18,fill16,1,0,32767,52428,11796
sparse_cyanteal_r0.00g0.50b0.80_65535_w30,fill16,1,0,32767,52428,19660
sparse_cyanteal_r0.00g0.50b0.80_65535_w45,fill16,1,0,32767,52428,29490
sparse_cyanteal_r0.00g0.50b0.80_65535_w60,fill16,1,0,32767,52428,39321
sparse_cyanteal_r0.00g0.65b0.85_65535_w0,fill16,1,0,42597,55704,0
sparse_cyanteal_r0.00g0.65b0.85_65535_w8,fill16,1,0,42597,55704,5242
sparse_cyanteal_r0.00g0.65b0.85_65535_w18,fill16,1,0,42597,55704,11796
sparse_cyanteal_r0.00g0.65b0.85_65535_w30,fill16,1,0,42597,55704,19660
sparse_cyanteal_r0.00g0.65b0.85_65535_w45,fill16,1,0,42597,55704,29490
sparse_cyanteal_r0.00g0.65b0.85_65535_w60,fill16,1,0,42597,55704,39321
sparse_greenyg_r0.00g1.00b0.00_4096_w0,fill16,1,0,4096,0,0
sparse_greenyg_r0.00g1.00b0.00_4096_w8,fill16,1,0,4096,0,327
sparse_greenyg_r0.00g1.00b0.00_4096_w18,fill16,1,0,4096,0,737
sparse_greenyg_r0.00g1.00b0.00_4096_w30,fill16,1,0,4096,0,1228
sparse_greenyg_r0.00g1.00b0.00_4096_w45,fill16,1,0,4096,0,1843
sparse_greenyg_r0.00g1.00b0.00_4096_w60,fill16,1,0,4096,0,2457
sparse_greenyg_r0.00g1.00b0.05_4096_w0,fill16,1,0,4096,204,0
sparse_greenyg_r0.00g1.00b0.05_4096_w8,fill16,1,0,4096,204,327
sparse_greenyg_r0.00g1.00b0.05_4096_w18,fill16,1,0,4096,204,737
sparse_greenyg_r0.00g1.00b0.05_4096_w30,fill16,1,0,4096,204,1228
sparse_greenyg_r0.00g1.00b0.05_4096_w45,fill16,1,0,4096,204,1843
sparse_greenyg_r0.00g1.00b0.05_4096_w60,fill16,1,0,4096,204,2457
sparse_greenyg_r0.00g1.00b0.12_4096_w0,fill16,1,0,4096,491,0
sparse_greenyg_r0.00g1.00b0.12_4096_w8,fill16,1,0,4096,491,327
sparse_greenyg_r0.00g1.00b0.12_4096_w18,fill16,1,0,4096,491,737
sparse_greenyg_r0.00g1.00b0.12_4096_w30,fill16,1,0,4096,491,1228
sparse_greenyg_r0.00g1.00b0.12_4096_w45,fill16,1,0,4096,491,1843
sparse_greenyg_r0.00g1.00b0.12_4096_w60,fill16,1,0,4096,491,2457
sparse_greenyg_r0.08g1.00b0.00_4096_w0,fill16,1,327,4096,0,0
sparse_greenyg_r0.08g1.00b0.00_4096_w8,fill16,1,327,4096,0,327
sparse_greenyg_r0.08g1.00b0.00_4096_w18,fill16,1,327,4096,0,737
sparse_greenyg_r0.08g1.00b0.00_4096_w30,fill16,1,327,4096,0,1228
sparse_greenyg_r0.08g1.00b0.00_4096_w45,fill16,1,327,4096,0,1843
sparse_greenyg_r0.08g1.00b0.00_4096_w60,fill16,1,327,4096,0,2457
sparse_greenyg_r0.15g1.00b0.00_4096_w0,fill16,1,614,4096,0,0
sparse_greenyg_r0.15g1.00b0.00_4096_w8,fill16,1,614,4096,0,327
sparse_greenyg_r0.15g1.00b0.00_4096_w18,fill16,1,614,4096,0,737
sparse_greenyg_r0.15g1.00b0.00_4096_w30,fill16,1,614,4096,0,1228
sparse_greenyg_r0.15g1.00b0.00_4096_w45,fill16,1,614,4096,0,1843
sparse_greenyg_r0.15g1.00b0.00_4096_w60,fill16,1,614,4096,0,2457
sparse_greenyg_r0.25g1.00b0.00_4096_w0,fill16,1,1024,4096,0,0
sparse_greenyg_r0.25g1.00b0.00_4096_w8,fill16,1,1024,4096,0,327
sparse_greenyg_r0.25g1.00b0.00_4096_w18,fill16,1,1024,4096,0,737
sparse_greenyg_r0.25g1.00b0.00_4096_w30,fill16,1,1024,4096,0,1228
sparse_greenyg_r0.25g1.00b0.00_4096_w45,fill16,1,1024,4096,0,1843
sparse_greenyg_r0.25g1.00b0.00_4096_w60,fill16,1,1024,4096,0,2457
sparse_greenyg_r0.35g1.00b0.00_4096_w0,fill16,1,1433,4096,0,0
sparse_greenyg_r0.35g1.00b0.00_4096_w8,fill16,1,1433,4096,0,327
sparse_greenyg_r0.35g1.00b0.00_4096_w18,fill16,1,1433,4096,0,737
sparse_greenyg_r0.35g1.00b0.00_4096_w30,fill16,1,1433,4096,0,1228
sparse_greenyg_r0.35g1.00b0.00_4096_w45,fill16,1,1433,4096,0,1843
sparse_greenyg_r0.35g1.00b0.00_4096_w60,fill16,1,1433,4096,0,2457
sparse_greenyg_r0.45g1.00b0.00_4096_w0,fill16,1,1843,4096,0,0
sparse_greenyg_r0.45g1.00b0.00_4096_w8,fill16,1,1843,4096,0,327
sparse_greenyg_r0.45g1.00b0.00_4096_w18,fill16,1,1843,4096,0,737
sparse_greenyg_r0.45g1.00b0.00_4096_w30,fill16,1,1843,4096,0,1228
sparse_greenyg_r0.45g1.00b0.00_4096_w45,fill16,1,1843,4096,0,1843
sparse_greenyg_r0.45g1.00b0.00_4096_w60,fill16,1,1843,4096,0,2457
sparse_greenyg_r0.10g1.00b0.05_4096_w0,fill16,1,409,4096,204,0
sparse_greenyg_r0.10g1.00b0.05_4096_w8,fill16,1,409,4096,204,327
sparse_greenyg_r0.10g1.00b0.05_4096_w18,fill16,1,409,4096,204,737
sparse_greenyg_r0.10g1.00b0.05_4096_w30,fill16,1,409,4096,204,1228
sparse_greenyg_r0.10g1.00b0.05_4096_w45,fill16,1,409,4096,204,1843
sparse_greenyg_r0.10g1.00b0.05_4096_w60,fill16,1,409,4096,204,2457
sparse_greenyg_r0.20g1.00b0.05_4096_w0,fill16,1,819,4096,204,0
sparse_greenyg_r0.20g1.00b0.05_4096_w8,fill16,1,819,4096,204,327
sparse_greenyg_r0.20g1.00b0.05_4096_w18,fill16,1,819,4096,204,737
sparse_greenyg_r0.20g1.00b0.05_4096_w30,fill16,1,819,4096,204,1228
sparse_greenyg_r0.20g1.00b0.05_4096_w45,fill16,1,819,4096,204,1843
sparse_greenyg_r0.20g1.00b0.05_4096_w60,fill16,1,819,4096,204,2457
sparse_greenyg_r0.30g1.00b0.08_4096_w0,fill16,1,1228,4096,327,0
sparse_greenyg_r0.30g1.00b0.08_4096_w8,fill16,1,1228,4096,327,327
sparse_greenyg_r0.30g1.00b0.08_4096_w18,fill16,1,1228,4096,327,737
sparse_greenyg_r0.30g1.00b0.08_4096_w30,fill16,1,1228,4096,327,1228
sparse_greenyg_r0.30g1.00b0.08_4096_w45,fill16,1,1228,4096,327,1843
sparse_greenyg_r0.30g1.00b0.08_4096_w60,fill16,1,1228,4096,327,2457
sparse_greenyg_r0.05g0.80b0.00_4096_w0,fill16,1,204,3276,0,0
sparse_greenyg_r0.05g0.80b0.00_4096_w8,fill16,1,204,3276,0,327
sparse_greenyg_r0.05g0.80b0.00_4096_w18,fill16,1,204,3276,0,737
sparse_greenyg_r0.05g0.80b0.00_4096_w30,fill16,1,204,3276,0,1228
sparse_greenyg_r0.05g0.80b0.00_4096_w45,fill16,1,204,3276,0,1843
sparse_greenyg_r0.05g0.80b0.00_4096_w60,fill16,1,204,3276,0,2457
sparse_greenyg_r0.00g1.00b0.00_8192_w0,fill16,1,0,8192,0,0
sparse_greenyg_r0.00g1.00b0.00_8192_w8,fill16,1,0,8192,0,655
sparse_greenyg_r0.00g1.00b0.00_8192_w18,fill16,1,0,8192,0,1474
sparse_greenyg_r0.00g1.00b0.00_8192_w30,fill16,1,0,8192,0,2457
sparse_greenyg_r0.00g1.00b0.00_8192_w45,fill16,1,0,8192,0,3686
sparse_greenyg_r0.00g1.00b0.00_8192_w60,fill16,1,0,8192,0,4915
sparse_greenyg_r0.00g1.00b0.05_8192_w0,fill16,1,0,8192,409,0
sparse_greenyg_r0.00g1.00b0.05_8192_w8,fill16,1,0,8192,409,655
sparse_greenyg_r0.00g1.00b0.05_8192_w18,fill16,1,0,8192,409,1474
sparse_greenyg_r0.00g1.00b0.05_8192_w30,fill16,1,0,8192,409,2457
sparse_greenyg_r0.00g1.00b0.05_8192_w45,fill16,1,0,8192,409,3686
sparse_greenyg_r0.00g1.00b0.05_8192_w60,fill16,1,0,8192,409,4915
sparse_greenyg_r0.00g1.00b0.12_8192_w0,fill16,1,0,8192,983,0
sparse_greenyg_r0.00g1.00b0.12_8192_w8,fill16,1,0,8192,983,655
sparse_greenyg_r0.00g1.00b0.12_8192_w18,fill16,1,0,8192,983,1474
sparse_greenyg_r0.00g1.00b0.12_8192_w30,fill16,1,0,8192,983,2457
sparse_greenyg_r0.00g1.00b0.12_8192_w45,fill16,1,0,8192,983,3686
sparse_greenyg_r0.00g1.00b0.12_8192_w60,fill16,1,0,8192,983,4915
sparse_greenyg_r0.08g1.00b0.00_8192_w0,fill16,1,655,8192,0,0
sparse_greenyg_r0.08g1.00b0.00_8192_w8,fill16,1,655,8192,0,655
sparse_greenyg_r0.08g1.00b0.00_8192_w18,fill16,1,655,8192,0,1474
sparse_greenyg_r0.08g1.00b0.00_8192_w30,fill16,1,655,8192,0,2457
sparse_greenyg_r0.08g1.00b0.00_8192_w45,fill16,1,655,8192,0,3686
sparse_greenyg_r0.08g1.00b0.00_8192_w60,fill16,1,655,8192,0,4915
sparse_greenyg_r0.15g1.00b0.00_8192_w0,fill16,1,1228,8192,0,0
sparse_greenyg_r0.15g1.00b0.00_8192_w8,fill16,1,1228,8192,0,655
sparse_greenyg_r0.15g1.00b0.00_8192_w18,fill16,1,1228,8192,0,1474
sparse_greenyg_r0.15g1.00b0.00_8192_w30,fill16,1,1228,8192,0,2457
sparse_greenyg_r0.15g1.00b0.00_8192_w45,fill16,1,1228,8192,0,3686
sparse_greenyg_r0.15g1.00b0.00_8192_w60,fill16,1,1228,8192,0,4915
sparse_greenyg_r0.25g1.00b0.00_8192_w0,fill16,1,2048,8192,0,0
sparse_greenyg_r0.25g1.00b0.00_8192_w8,fill16,1,2048,8192,0,655
sparse_greenyg_r0.25g1.00b0.00_8192_w18,fill16,1,2048,8192,0,1474
sparse_greenyg_r0.25g1.00b0.00_8192_w30,fill16,1,2048,8192,0,2457
sparse_greenyg_r0.25g1.00b0.00_8192_w45,fill16,1,2048,8192,0,3686
sparse_greenyg_r0.25g1.00b0.00_8192_w60,fill16,1,2048,8192,0,4915
sparse_greenyg_r0.35g1.00b0.00_8192_w0,fill16,1,2867,8192,0,0
sparse_greenyg_r0.35g1.00b0.00_8192_w8,fill16,1,2867,8192,0,655
sparse_greenyg_r0.35g1.00b0.00_8192_w18,fill16,1,2867,8192,0,1474
sparse_greenyg_r0.35g1.00b0.00_8192_w30,fill16,1,2867,8192,0,2457
sparse_greenyg_r0.35g1.00b0.00_8192_w45,fill16,1,2867,8192,0,3686
sparse_greenyg_r0.35g1.00b0.00_8192_w60,fill16,1,2867,8192,0,4915
sparse_greenyg_r0.45g1.00b0.00_8192_w0,fill16,1,3686,8192,0,0
sparse_greenyg_r0.45g1.00b0.00_8192_w8,fill16,1,3686,8192,0,655
sparse_greenyg_r0.45g1.00b0.00_8192_w18,fill16,1,3686,8192,0,1474
sparse_greenyg_r0.45g1.00b0.00_8192_w30,fill16,1,3686,8192,0,2457
sparse_greenyg_r0.45g1.00b0.00_8192_w45,fill16,1,3686,8192,0,3686
sparse_greenyg_r0.45g1.00b0.00_8192_w60,fill16,1,3686,8192,0,4915
sparse_greenyg_r0.10g1.00b0.05_8192_w0,fill16,1,819,8192,409,0
sparse_greenyg_r0.10g1.00b0.05_8192_w8,fill16,1,819,8192,409,655
sparse_greenyg_r0.10g1.00b0.05_8192_w18,fill16,1,819,8192,409,1474
sparse_greenyg_r0.10g1.00b0.05_8192_w30,fill16,1,819,8192,409,2457
sparse_greenyg_r0.10g1.00b0.05_8192_w45,fill16,1,819,8192,409,3686
sparse_greenyg_r0.10g1.00b0.05_8192_w60,fill16,1,819,8192,409,4915
sparse_greenyg_r0.20g1.00b0.05_8192_w0,fill16,1,1638,8192,409,0
sparse_greenyg_r0.20g1.00b0.05_8192_w8,fill16,1,1638,8192,409,655
sparse_greenyg_r0.20g1.00b0.05_8192_w18,fill16,1,1638,8192,409,1474
sparse_greenyg_r0.20g1.00b0.05_8192_w30,fill16,1,1638,8192,409,2457
sparse_greenyg_r0.20g1.00b0.05_8192_w45,fill16,1,1638,8192,409,3686
sparse_greenyg_r0.20g1.00b0.05_8192_w60,fill16,1,1638,8192,409,4915
sparse_greenyg_r0.30g1.00b0.08_8192_w0,fill16,1,2457,8192,655,0
sparse_greenyg_r0.30g1.00b0.08_8192_w8,fill16,1,2457,8192,655,655
sparse_greenyg_r0.30g1.00b0.08_8192_w18,fill16,1,2457,8192,655,1474
sparse_greenyg_r0.30g1.00b0.08_8192_w30,fill16,1,2457,8192,655,2457
sparse_greenyg_r0.30g1.00b0.08_8192_w45,fill16,1,2457,8192,655,3686
sparse_greenyg_r0.30g1.00b0.08_8192_w60,fill16,1,2457,8192,655,4915
sparse_greenyg_r0.05g0.80b0.00_8192_w0,fill16,1,409,6553,0,0
sparse_greenyg_r0.05g0.80b0.00_8192_w8,fill16,1,409,6553,0,655
sparse_greenyg_r0.05g0.80b0.00_8192_w18,fill16,1,409,6553,0,1474
sparse_greenyg_r0.05g0.80b0.00_8192_w30,fill16,1,409,6553,0,2457
sparse_greenyg_r0.05g0.80b0.00_8192_w45,fill16,1,409,6553,0,3686
sparse_greenyg_r0.05g0.80b0.00_8192_w60,fill16,1,409,6553,0,4915
sparse_greenyg_r0.00g1.00b0.00_12288_w0,fill16,1,0,12288,0,0
sparse_greenyg_r0.00g1.00b0.00_12288_w8,fill16,1,0,12288,0,983
sparse_greenyg_r0.00g1.00b0.00_12288_w18,fill16,1,0,12288,0,2211
sparse_greenyg_r0.00g1.00b0.00_12288_w30,fill16,1,0,12288,0,3686
sparse_greenyg_r0.00g1.00b0.00_12288_w45,fill16,1,0,12288,0,5529
sparse_greenyg_r0.00g1.00b0.00_12288_w60,fill16,1,0,12288,0,7372
sparse_greenyg_r0.00g1.00b0.05_12288_w0,fill16,1,0,12288,614,0
sparse_greenyg_r0.00g1.00b0.05_12288_w8,fill16,1,0,12288,614,983
sparse_greenyg_r0.00g1.00b0.05_12288_w18,fill16,1,0,12288,614,2211
sparse_greenyg_r0.00g1.00b0.05_12288_w30,fill16,1,0,12288,614,3686
sparse_greenyg_r0.00g1.00b0.05_12288_w45,fill16,1,0,12288,614,5529
sparse_greenyg_r0.00g1.00b0.05_12288_w60,fill16,1,0,12288,614,7372
sparse_greenyg_r0.00g1.00b0.12_12288_w0,fill16,1,0,12288,1474,0
sparse_greenyg_r0.00g1.00b0.12_12288_w8,fill16,1,0,12288,1474,983
sparse_greenyg_r0.00g1.00b0.12_12288_w18,fill16,1,0,12288,1474,2211
sparse_greenyg_r0.00g1.00b0.12_12288_w30,fill16,1,0,12288,1474,3686
sparse_greenyg_r0.00g1.00b0.12_12288_w45,fill16,1,0,12288,1474,5529
sparse_greenyg_r0.00g1.00b0.12_12288_w60,fill16,1,0,12288,1474,7372
sparse_greenyg_r0.08g1.00b0.00_12288_w0,fill16,1,983,12288,0,0
sparse_greenyg_r0.08g1.00b0.00_12288_w8,fill16,1,983,12288,0,983
sparse_greenyg_r0.08g1.00b0.00_12288_w18,fill16,1,983,12288,0,2211
sparse_greenyg_r0.08g1.00b0.00_12288_w30,fill16,1,983,12288,0,3686
sparse_greenyg_r0.08g1.00b0.00_12288_w45,fill16,1,983,12288,0,5529
sparse_greenyg_r0.08g1.00b0.00_12288_w60,fill16,1,983,12288,0,7372
sparse_greenyg_r0.15g1.00b0.00_12288_w0,fill16,1,1843,12288,0,0
sparse_greenyg_r0.15g1.00b0.00_12288_w8,fill16,1,1843,12288,0,983
sparse_greenyg_r0.15g1.00b0.00_12288_w18,fill16,1,1843,12288,0,2211
sparse_greenyg_r0.15g1.00b0.00_12288_w30,fill16,1,1843,12288,0,3686
sparse_greenyg_r0.15g1.00b0.00_12288_w45,fill16,1,1843,12288,0,5529
sparse_greenyg_r0.15g1.00b0.00_12288_w60,fill16,1,1843,12288,0,7372
sparse_greenyg_r0.25g1.00b0.00_12288_w0,fill16,1,3072,12288,0,0
sparse_greenyg_r0.25g1.00b0.00_12288_w8,fill16,1,3072,12288,0,983
sparse_greenyg_r0.25g1.00b0.00_12288_w18,fill16,1,3072,12288,0,2211
sparse_greenyg_r0.25g1.00b0.00_12288_w30,fill16,1,3072,12288,0,3686
sparse_greenyg_r0.25g1.00b0.00_12288_w45,fill16,1,3072,12288,0,5529
sparse_greenyg_r0.25g1.00b0.00_12288_w60,fill16,1,3072,12288,0,7372
sparse_greenyg_r0.35g1.00b0.00_12288_w0,fill16,1,4300,12288,0,0
sparse_greenyg_r0.35g1.00b0.00_12288_w8,fill16,1,4300,12288,0,983
sparse_greenyg_r0.35g1.00b0.00_12288_w18,fill16,1,4300,12288,0,2211
sparse_greenyg_r0.35g1.00b0.00_12288_w30,fill16,1,4300,12288,0,3686
sparse_greenyg_r0.35g1.00b0.00_12288_w45,fill16,1,4300,12288,0,5529
sparse_greenyg_r0.35g1.00b0.00_12288_w60,fill16,1,4300,12288,0,7372
sparse_greenyg_r0.45g1.00b0.00_12288_w0,fill16,1,5529,12288,0,0
sparse_greenyg_r0.45g1.00b0.00_12288_w8,fill16,1,5529,12288,0,983
sparse_greenyg_r0.45g1.00b0.00_12288_w18,fill16,1,5529,12288,0,2211
sparse_greenyg_r0.45g1.00b0.00_12288_w30,fill16,1,5529,12288,0,3686
sparse_greenyg_r0.45g1.00b0.00_12288_w45,fill16,1,5529,12288,0,5529
sparse_greenyg_r0.45g1.00b0.00_12288_w60,fill16,1,5529,12288,0,7372
sparse_greenyg_r0.10g1.00b0.05_12288_w0,fill16,1,1228,12288,614,0
sparse_greenyg_r0.10g1.00b0.05_12288_w8,fill16,1,1228,12288,614,983
sparse_greenyg_r0.10g1.00b0.05_12288_w18,fill16,1,1228,12288,614,2211
sparse_greenyg_r0.10g1.00b0.05_12288_w30,fill16,1,1228,12288,614,3686
sparse_greenyg_r0.10g1.00b0.05_12288_w45,fill16,1,1228,12288,614,5529
sparse_greenyg_r0.10g1.00b0.05_12288_w60,fill16,1,1228,12288,614,7372
sparse_greenyg_r0.20g1.00b0.05_12288_w0,fill16,1,2457,12288,614,0
sparse_greenyg_r0.20g1.00b0.05_12288_w8,fill16,1,2457,12288,614,983
sparse_greenyg_r0.20g1.00b0.05_12288_w18,fill16,1,2457,12288,614,2211
sparse_greenyg_r0.20g1.00b0.05_12288_w30,fill16,1,2457,12288,614,3686
sparse_greenyg_r0.20g1.00b0.05_12288_w45,fill16,1,2457,12288,614,5529
sparse_greenyg_r0.20g1.00b0.05_12288_w60,fill16,1,2457,12288,614,7372
sparse_greenyg_r0.30g1.00b0.08_12288_w0,fill16,1,3686,12288,983,0
sparse_greenyg_r0.30g1.00b0.08_12288_w8,fill16,1,3686,12288,983,983
sparse_greenyg_r0.30g1.00b0.08_12288_w18,fill16,1,3686,12288,983,2211
sparse_greenyg_r0.30g1.00b0.08_12288_w30,fill16,1,3686,12288,983,3686
sparse_greenyg_r0.30g1.00b0.08_12288_w45,fill16,1,3686,12288,983,5529
sparse_greenyg_r0.30g1.00b0.08_12288_w60,fill16,1,3686,12288,983,7372
sparse_greenyg_r0.05g0.80b0.00_12288_w0,fill16,1,614,9830,0,0
sparse_greenyg_r0.05g0.80b0.00_12288_w8,fill16,1,614,9830,0,983
sparse_greenyg_r0.05g0.80b0.00_12288_w18,fill16,1,614,9830,0,2211
sparse_greenyg_r0.05g0.80b0.00_12288_w30,fill16,1,614,9830,0,3686
sparse_greenyg_r0.05g0.80b0.00_12288_w45,fill16,1,614,9830,0,5529
sparse_greenyg_r0.05g0.80b0.00_12288_w60,fill16,1,614,9830,0,7372
sparse_greenyg_r0.00g1.00b0.00_16384_w0,fill16,1,0,16384,0,0
sparse_greenyg_r0.00g1.00b0.00_16384_w8,fill16,1,0,16384,0,1310
sparse_greenyg_r0.00g1.00b0.00_16384_w18,fill16,1,0,16384,0,2949
sparse_greenyg_r0.00g1.00b0.00_16384_w30,fill16,1,0,16384,0,4915
sparse_greenyg_r0.00g1.00b0.00_16384_w45,fill16,1,0,16384,0,7372
sparse_greenyg_r0.00g1.00b0.00_16384_w60,fill16,1,0,16384,0,9830
sparse_greenyg_r0.00g1.00b0.05_16384_w0,fill16,1,0,16384,819,0
sparse_greenyg_r0.00g1.00b0.05_16384_w8,fill16,1,0,16384,819,1310
sparse_greenyg_r0.00g1.00b0.05_16384_w18,fill16,1,0,16384,819,2949
sparse_greenyg_r0.00g1.00b0.05_16384_w30,fill16,1,0,16384,819,4915
sparse_greenyg_r0.00g1.00b0.05_16384_w45,fill16,1,0,16384,819,7372
sparse_greenyg_r0.00g1.00b0.05_16384_w60,fill16,1,0,16384,819,9830
sparse_greenyg_r0.00g1.00b0.12_16384_w0,fill16,1,0,16384,1966,0
sparse_greenyg_r0.00g1.00b0.12_16384_w8,fill16,1,0,16384,1966,1310
sparse_greenyg_r0.00g1.00b0.12_16384_w18,fill16,1,0,16384,1966,2949
sparse_greenyg_r0.00g1.00b0.12_16384_w30,fill16,1,0,16384,1966,4915
sparse_greenyg_r0.00g1.00b0.12_16384_w45,fill16,1,0,16384,1966,7372
sparse_greenyg_r0.00g1.00b0.12_16384_w60,fill16,1,0,16384,1966,9830
sparse_greenyg_r0.08g1.00b0.00_16384_w0,fill16,1,1310,16384,0,0
sparse_greenyg_r0.08g1.00b0.00_16384_w8,fill16,1,1310,16384,0,1310
sparse_greenyg_r0.08g1.00b0.00_16384_w18,fill16,1,1310,16384,0,2949
sparse_greenyg_r0.08g1.00b0.00_16384_w30,fill16,1,1310,16384,0,4915
sparse_greenyg_r0.08g1.00b0.00_16384_w45,fill16,1,1310,16384,0,7372
sparse_greenyg_r0.08g1.00b0.00_16384_w60,fill16,1,1310,16384,0,9830
sparse_greenyg_r0.15g1.00b0.00_16384_w0,fill16,1,2457,16384,0,0
sparse_greenyg_r0.15g1.00b0.00_16384_w8,fill16,1,2457,16384,0,1310
sparse_greenyg_r0.15g1.00b0.00_16384_w18,fill16,1,2457,16384,0,2949
sparse_greenyg_r0.15g1.00b0.00_16384_w30,fill16,1,2457,16384,0,4915
sparse_greenyg_r0.15g1.00b0.00_16384_w45,fill16,1,2457,16384,0,7372
sparse_greenyg_r0.15g1.00b0.00_16384_w60,fill16,1,2457,16384,0,9830
sparse_greenyg_r0.25g1.00b0.00_16384_w0,fill16,1,4096,16384,0,0
sparse_greenyg_r0.25g1.00b0.00_16384_w8,fill16,1,4096,16384,0,1310
sparse_greenyg_r0.25g1.00b0.00_16384_w18,fill16,1,4096,16384,0,2949
sparse_greenyg_r0.25g1.00b0.00_16384_w30,fill16,1,4096,16384,0,4915
sparse_greenyg_r0.25g1.00b0.00_16384_w45,fill16,1,4096,16384,0,7372
sparse_greenyg_r0.25g1.00b0.00_16384_w60,fill16,1,4096,16384,0,9830
sparse_greenyg_r0.35g1.00b0.00_16384_w0,fill16,1,5734,16384,0,0
sparse_greenyg_r0.35g1.00b0.00_16384_w8,fill16,1,5734,16384,0,1310
sparse_greenyg_r0.35g1.00b0.00_16384_w18,fill16,1,5734,16384,0,2949
sparse_greenyg_r0.35g1.00b0.00_16384_w30,fill16,1,5734,16384,0,4915
sparse_greenyg_r0.35g1.00b0.00_16384_w45,fill16,1,5734,16384,0,7372
sparse_greenyg_r0.35g1.00b0.00_16384_w60,fill16,1,5734,16384,0,9830
sparse_greenyg_r0.45g1.00b0.00_16384_w0,fill16,1,7372,16384,0,0
sparse_greenyg_r0.45g1.00b0.00_16384_w8,fill16,1,7372,16384,0,1310
sparse_greenyg_r0.45g1.00b0.00_16384_w18,fill16,1,7372,16384,0,2949
sparse_greenyg_r0.45g1.00b0.00_16384_w30,fill16,1,7372,16384,0,4915
sparse_greenyg_r0.45g1.00b0.00_16384_w45,fill16,1,7372,16384,0,7372
sparse_greenyg_r0.45g1.00b0.00_16384_w60,fill16,1,7372,16384,0,9830
sparse_greenyg_r0.10g1.00b0.05_16384_w0,fill16,1,1638,16384,819,0
sparse_greenyg_r0.10g1.00b0.05_16384_w8,fill16,1,1638,16384,819,1310
sparse_greenyg_r0.10g1.00b0.05_16384_w18,fill16,1,1638,16384,819,2949
sparse_greenyg_r0.10g1.00b0.05_16384_w30,fill16,1,1638,16384,819,4915
sparse_greenyg_r0.10g1.00b0.05_16384_w45,fill16,1,1638,16384,819,7372
sparse_greenyg_r0.10g1.00b0.05_16384_w60,fill16,1,1638,16384,819,9830
sparse_greenyg_r0.20g1.00b0.05_16384_w0,fill16,1,3276,16384,819,0
sparse_greenyg_r0.20g1.00b0.05_16384_w8,fill16,1,3276,16384,819,1310
sparse_greenyg_r0.20g1.00b0.05_16384_w18,fill16,1,3276,16384,819,2949
sparse_greenyg_r0.20g1.00b0.05_16384_w30,fill16,1,3276,16384,819,4915
sparse_greenyg_r0.20g1.00b0.05_16384_w45,fill16,1,3276,16384,819,7372
sparse_greenyg_r0.20g1.00b0.05_16384_w60,fill16,1,3276,16384,819,9830
sparse_greenyg_r0.30g1.00b0.08_16384_w0,fill16,1,4915,16384,1310,0
sparse_greenyg_r0.30g1.00b0.08_16384_w8,fill16,1,4915,16384,1310,1310
sparse_greenyg_r0.30g1.00b0.08_16384_w18,fill16,1,4915,16384,1310,2949
sparse_greenyg_r0.30g1.00b0.08_16384_w30,fill16,1,4915,16384,1310,4915
sparse_greenyg_r0.30g1.00b0.08_16384_w45,fill16,1,4915,16384,1310,7372
sparse_greenyg_r0.30g1.00b0.08_16384_w60,fill16,1,4915,16384,1310,9830
sparse_greenyg_r0.05g0.80b0.00_16384_w0,fill16,1,819,13107,0,0
sparse_greenyg_r0.05g0.80b0.00_16384_w8,fill16,1,819,13107,0,1310
sparse_greenyg_r0.05g0.80b0.00_16384_w18,fill16,1,819,13107,0,2949
sparse_greenyg_r0.05g0.80b0.00_16384_w30,fill16,1,819,13107,0,4915
sparse_greenyg_r0.05g0.80b0.00_16384_w45,fill16,1,819,13107,0,7372
sparse_greenyg_r0.05g0.80b0.00_16384_w60,fill16,1,819,13107,0,9830
sparse_greenyg_r0.00g1.00b0.00_24576_w0,fill16,1,0,24576,0,0
sparse_greenyg_r0.00g1.00b0.00_24576_w8,fill16,1,0,24576,0,1966
sparse_greenyg_r0.00g1.00b0.00_24576_w18,fill16,1,0,24576,0,4423
sparse_greenyg_r0.00g1.00b0.00_24576_w30,fill16,1,0,24576,0,7372
sparse_greenyg_r0.00g1.00b0.00_24576_w45,fill16,1,0,24576,0,11059
sparse_greenyg_r0.00g1.00b0.00_24576_w60,fill16,1,0,24576,0,14745
sparse_greenyg_r0.00g1.00b0.05_24576_w0,fill16,1,0,24576,1228,0
sparse_greenyg_r0.00g1.00b0.05_24576_w8,fill16,1,0,24576,1228,1966
sparse_greenyg_r0.00g1.00b0.05_24576_w18,fill16,1,0,24576,1228,4423
sparse_greenyg_r0.00g1.00b0.05_24576_w30,fill16,1,0,24576,1228,7372
sparse_greenyg_r0.00g1.00b0.05_24576_w45,fill16,1,0,24576,1228,11059
sparse_greenyg_r0.00g1.00b0.05_24576_w60,fill16,1,0,24576,1228,14745
sparse_greenyg_r0.00g1.00b0.12_24576_w0,fill16,1,0,24576,2949,0
sparse_greenyg_r0.00g1.00b0.12_24576_w8,fill16,1,0,24576,2949,1966
sparse_greenyg_r0.00g1.00b0.12_24576_w18,fill16,1,0,24576,2949,4423
sparse_greenyg_r0.00g1.00b0.12_24576_w30,fill16,1,0,24576,2949,7372
sparse_greenyg_r0.00g1.00b0.12_24576_w45,fill16,1,0,24576,2949,11059
