name,mode,use_fill16,r,g,b,w,lower_r,lower_g,lower_b,lower_w,upper_r,upper_g,upper_b,upper_w,r16,g16,b16,w16,bfi_r,bfi_g,bfi_b,bfi_w,repeat_index,solver_mode,ok,returncode,elapsed_s,timed_out,X,Y,Z,x,y
W_floor175_v187_bfi3,blend8,0,0,0,0,187,0,0,0,175,0,0,0,187,0,0,0,48059,0,0,0,3,0,0,True,0,0.0,False,1013.9438876756847,1100.4560168983103,962.2255119085271,0.32956364536405525,0.35768280759912974
W_floor175_v188_bfi3,blend8,0,0,0,0,188,0,0,0,175,0,0,0,188,0,0,0,48316,0,0,0,3,0,0,True,0,0.0,False,1016.8311673083867,1103.6025260188153,965.0994339815643,0.32954796638183476,0.35766996511924953
W_floor175_v189_bfi3,blend8,0,0,0,0,189,0,0,0,175,0,0,0,189,0,0,0,48573,0,0,0,3,0,0,True,0,0.0,False,1018.0608086086175,1104.8769784376832,966.5805644728422,0.32952088085446335,0.3576211087706942
W_floor175_v190_bfi3,blend8,0,0,0,0,190,0,0,0,175,0,0,0,190,0,0,0,48830,0,0,0,3,0,0,True,0,0.0,False,1021.1023538600859,1108.2023589304467,969.2840375730389,0.32953787550551045,0.3576474479875447
W_floor175_v191_bfi3,blend8,0,0,0,0,191,0,0,0,175,0,0,0,191,0,0,0,49087,0,0,0,3,0,0,True,0,0.0,False,1023.2677319831935,1110.543082201471,971.4403701893774,0.3295281673612708,0.3576338969903122
W_floor175_v192_bfi3,blend8,0,0,0,0,192,0,0,0,175,0,0,0,192,0,0,0,49344,0,0,0,3,0,0,True,0,0.0,False,1025.2751762625392,1112.7374581813824,973.4087632463629,0.32951987057222026,0.3576299433459595
W_floor175_v193_bfi3,blend8,0,0,0,0,193,0,0,0,175,0,0,0,193,0,0,0,49601,0,0,0,3,0,0,True,0,0.0,False,1026.8427073106984,1114.42953642242,974.7693681290991,0.3295343372186335,0.35764270033493273
W_floor175_v194_bfi3,blend8,0,0,0,0,194,0,0,0,175,0,0,0,194,0,0,0,49858,0,0,0,3,0,0,True,0,0.0,False,1028.3092184727384,1116.0305057826795,976.1778087497833,0.3295316265960632,0.3576427608493169
W_floor175_v195_bfi3,blend8,0,0,0,0,195,0,0,0,175,0,0,0,195,0,0,0,50115,0,0,0,3,0,0,True,0,0.0,False,1031.461857093027,1119.3584183887654,979.1907276195107,0.32953937097058944,0.3576212407175801
W_floor175_v196_bfi3,blend8,0,0,0,0,196,0,0,0,175,0,0,0,196,0,0,0,50372,0,0,0,3,0,0,True,0,0.0,False,1034.0551887131446,1122.1810326031652,981.8261393378091,0.3295202803100444,0.35760316514846135
W_floor175_v197_bfi3,blend8,0,0,0,0,197,0,0,0,175,0,0,0,197,0,0,0,50629,0,0,0,3,0,0,True,0,0.0,False,1036.238750887303,1124.5238455600963,983.9708652062194,0.32951560554273807,0.35758955703952716
W_floor175_v198_bfi3,blend8,0,0,0,0,198,0,0,0,175,0,0,0,198,0,0,0,50886,0,0,0,3,0,0,True,0,0.0,False,1038.6886494900948,1127.1559733311055,986.4908951659803,0.32949812720230837,0.35756218425975594
W_floor175_v199_bfi3,blend8,0,0,0,0,199,0,0,0,175,0,0,0,199,0,0,0,51143,0,0,0,3,0,0,True,0,0.0,False,1040.7673659642064,1129.4135551098466,988.3231962721477,0.32951274631823724,0.3575786236615036
W_floor175_v200_bfi3,blend8,0,0,0,0,200,0,0,0,175,0,0,0,200,0,0,0,51400,0,0,0,3,0,0,True,0,0.0,False,1042.8205999625848,1131.6293246373784,990.2876773536906,0.3295125002840145,0.35757445544262556
W_floor175_v201_bfi3,blend8,0,0,0,0,201,0,0,0,175,0,0,0,201,0,0,0,51657,0,0,0,3,0,0,True,0,0.0,False,1045.6560597076004,1134.6850854237468,993.3012759027911,0.3294813721852354,0.3575340050609757
W_floor175_v202_bfi3,blend8,0,0,0,0,202,0,0,0,175,0,0,0,202,0,0,0,51914,0,0,0,3,0,0,True,0,0.0,False,1046.6432138143136,1135.7463957607083,994.0772689764449,0.32949917434417075,0.357550208827813
W_floor175_v203_bfi3,blend8,0,0,0,0,203,0,0,0,175,0,0,0,203,0,0,0,52171,0,0,0,3,0,0,True,0,0.0,False,1048.2987521141488,1137.5798332636646,995.5574469102098,0.3295048969946549,0.3575680358550351
W_floor175_v204_bfi3,blend8,0,0,0,0,204,0,0,0,175,0,0,0,204,0,0,0,52428,0,0,0,3,0,0,True,0,0.0,False,1049.7961750891077,1139.2163996394038,997.0380635936511,0.32949764277505367,0.3575638082887903
W_floor175_v205_bfi3,blend8,0,0,0,0,205,0,0,0,175,0,0,0,205,0,0,0,52685,0,0,0,3,0,0,True,0,0.0,False,1052.5865839300245,1142.1796937537654,999.8067004739021,0.3294921077486389,0.35753751802297523
W_floor175_v206_bfi3,blend8,0,0,0,0,206,0,0,0,175,0,0,0,206,0,0,0,52942,0,0,0,3,0,0,True,0,0.0,False,1055.586382533906,1145.3999279492982,1002.8534271263426,0.3294754010765537,0.3575084966028624
W_floor175_v207_bfi3,blend8,0,0,0,0,207,0,0,0,175,0,0,0,207,0,0,0,53199,0,0,0,3,0,0,True,0,0.0,False,1056.758319398835,1146.7286383081787,1003.8332877587865,0.3294832565886671,0.35753481116496333
W_floor175_v208_bfi3,blend8,0,0,0,0,208,0,0,0,175,0,0,0,208,0,0,0,53456,0,0,0,3,0,0,True,0,0.0,False,1058.1045720150673,1148.193924497899,1005.1458227168976,0.3294793453771639,0.3575319421304017
W_floor175_v209_bfi3,blend8,0,0,0,0,209,0,0,0,175,0,0,0,209,0,0,0,53713,0,0,0,3,0,0,True,0,0.0,False,1060.251319436049,1150.5448910243524,1007.254282987991,0.32947006940836,0.35752853889854713
W_floor175_v210_bfi3,blend8,0,0,0,0,210,0,0,0,175,0,0,0,210,0,0,0,53970,0,0,0,3,0,0,True,0,0.0,False,1062.1472830912942,1152.621222055966,1009.1061786557643,0.3294629559975137,0.3575266829839314
W_floor175_v211_bfi3,blend8,0,0,0,0,211,0,0,0,175,0,0,0,211,0,0,0,54227,0,0,0,3,0,0,True,0,0.0,False,1064.8021101952604,1155.452452339296,1011.7364066247139,0.3294570190189129,0.3575048517662972
W_floor175_v212_bfi3,blend8,0,0,0,0,212,0,0,0,175,0,0,0,212,0,0,0,54484,0,0,0,3,0,0,True,0,0.0,False,1067.6519389580112,1158.4251451647729,1014.8256367524148,0.3294304182847223,0.3574390362608424
W_floor175_v213_bfi3,blend8,0,0,0,0,213,0,0,0,175,0,0,0,213,0,0,0,54741,0,0,0,3,0,0,True,0,0.0,False,1069.7076400507822,1160.705923786621,1016.5988605359919,0.3294436547335396,0.35746888896201645
W_floor175_v214_bfi3,blend8,0,0,0,0,214,0,0,0,175,0,0,0,214,0,0,0,54998,0,0,0,3,0,0,True,0,0.0,False,1072.7610913846577,1163.9748967679843,1019.4863630156212,0.32944958166010185,0.357461736711676
W_floor175_v215_bfi3,blend8,0,0,0,0,215,0,0,0,175,0,0,0,215,0,0,0,55255,0,0,0,3,0,0,True,0,0.0,False,1074.6170243220793,1166.0188530347214,1021.2270699274654,0.32944885842514465,0.3574702162166302
W_floor175_v216_bfi3,blend8,0,0,0,0,216,0,0,0,175,0,0,0,216,0,0,0,55512,0,0,0,3,0,0,True,0,0.0,False,1075.8415559683726,1167.3220987024258,1022.6816610410516,0.3294220797269676,0.3574333704926214
W_floor175_v217_bfi3,blend8,0,0,0,0,217,0,0,0,175,0,0,0,217,0,0,0,55769,0,0,0,3,0,0,True,0,0.0,False,1078.319966060519,1170.029112494969,1024.9146056686673,0.3294326611258352,0.3574503081233723
W_floor175_v218_bfi3,blend8,0,0,0,0,218,0,0,0,175,0,0,0,218,0,0,0,56026,0,0,0,3,0,0,True,0,0.0,False,1079.652903758426,1171.3372916718713,1026.6246621902883,0.32940200440213097,0.35737490295678437
W_floor175_v219_bfi3,blend8,0,0,0,0,219,0,0,0,175,0,0,0,219,0,0,0,56283,0,0,0,3,0,0,True,0,0.0,False,1082.1181171820547,1174.1015054327136,1028.6335603736002,0.32942663093319946,0.35742891387449605
W_floor175_v220_bfi3,blend8,0,0,0,0,220,0,0,0,175,0,0,0,220,0,0,0,56540,0,0,0,3,0,0,True,0,0.0,False,1084.906394993222,1177.0973066020993,1031.4990042885324,0.32940807762356866,0.35739982982227736
W_floor175_v221_bfi3,blend8,0,0,0,0,221,0,0,0,175,0,0,0,221,0,0,0,56797,0,0,0,3,0,0,True,0,0.0,False,1087.2793165683754,1179.663789045475,1033.9776623914486,0.32938667510804975,0.3573741607128394
W_floor175_v222_bfi3,blend8,0,0,0,0,222,0,0,0,175,0,0,0,222,0,0,0,57054,0,0,0,3,0,0,True,0,0.0,False,1089.611722335821,1182.1504785100951,1036.0845148930339,0.3294021204644633,0.3573776477868053
W_floor175_v223_bfi3,blend8,0,0,0,0,223,0,0,0,175,0,0,0,223,0,0,0,57311,0,0,0,3,0,0,True,0,0.0,False,1091.5289696650102,1184.20923117154,1038.1560388159733,0.32937954283642495,0.3573467182512468
W_floor175_v224_bfi3,blend8,0,0,0,0,224,0,0,0,175,0,0,0,224,0,0,0,57568,0,0,0,3,0,0,True,0,0.0,False,1092.9350481217557,1185.7374383399076,1039.1450600741914,0.3294138489510652,0.35738476323929874
W_floor175_v225_bfi3,blend8,0,0,0,0,225,0,0,0,175,0,0,0,225,0,0,0,57825,0,0,0,3,0,0,True,0,0.0,False,1094.76022040089,1187.7174608300238,1040.8216411360704,0.32941968634385865,0.3573910579875438
W_floor175_v226_bfi3,blend8,0,0,0,0,226,0,0,0,175,0,0,0,226,0,0,0,58082,0,0,0,3,0,0,True,0,0.0,False,1096.2092418706734,1189.2553782525529,1042.2223512015403,0.32942078125643764,0.3573819858960788
W_floor175_v227_bfi3,blend8,0,0,0,0,227,0,0,0,175,0,0,0,227,0,0,0,58339,0,0,0,3,0,0,True,0,0.0,False,1098.4824544049784,1191.7689152307257,1044.486640155505,0.32940592369766264,0.3573800735564661
W_floor175_v228_bfi3,blend8,0,0,0,0,228,0,0,0,175,0,0,0,228,0,0,0,58596,0,0,0,3,0,0,True,0,0.0,False,1100.2675941385546,1193.660654275269,1046.2047629939964,0.32940831708818896,0.3573691976332875
W_floor175_v229_bfi3,blend8,0,0,0,0,229,0,0,0,175,0,0,0,229,0,0,0,58853,0,0,0,3,0,0,True,0,0.0,False,1103.7635147403998,1197.4305461595961,1049.6625988214296,0.32939741290878183,0.3573505726321176
W_floor175_v230_bfi3,blend8,0,0,0,0,230,0,0,0,175,0,0,0,230,0,0,0,59110,0,0,0,3,0,0,True,0,0.0,False,1106.1827393548174,1200.0448563094667,1052.1833414858006,0.32937682733177176,0.35732519896085535
W_floor175_v231_bfi3,blend8,0,0,0,0,231,0,0,0,175,0,0,0,231,0,0,0,59367,0,0,0,3,0,0,True,0,0.0,False,1107.2753491377566,1201.2619881612818,1053.1622069451796,0.3293796291324113,0.3573377014665215
W_floor175_v232_bfi3,blend8,0,0,0,0,232,0,0,0,175,0,0,0,232,0,0,0,59624,0,0,0,3,0,0,True,0,0.0,False,1109.4635678862844,1203.5353866924866,1055.5135399680887,0.32936305555711826,0.3572898686410807
W_floor175_v233_bfi3,blend8,0,0,0,0,233,0,0,0,175,0,0,0,233,0,0,0,59881,0,0,0,3,0,0,True,0,0.0,False,1111.5594897683927,1206.053707755433,1057.3492126941428,0.32935462818876365,0.3573532268401002
W_floor175_v234_bfi3,blend8,0,0,0,0,234,0,0,0,175,0,0,0,234,0,0,0,60138,0,0,0,3,0,0,True,0,0.0,False,1113.789620517265,1208.3104351076822,1059.6015998519642,0.32935774174915805,0.35730840807637054
W_floor175_v235_bfi3,blend8,0,0,0,0,235,0,0,0,175,0,0,0,235,0,0,0,60395,0,0,0,3,0,0,True,0,0.0,False,1115.5311765467961,1210.219805334059,1061.2580159077447,0.32935583497862975,0.3573122498712638
W_floor175_v236_bfi3,blend8,0,0,0,0,236,0,0,0,175,0,0,0,236,0,0,0,60652,0,0,0,3,0,0,True,0,0.0,False,1117.0109241541788,1211.8299992906532,1062.6974069216897,0.3293522924841791,0.3573098344312952
W_floor175_v237_bfi3,blend8,0,0,0,0,237,0,0,0,175,0,0,0,237,0,0,0,60909,0,0,0,3,0,0,True,0,0.0,False,1120.3232133821066,1215.332159705234,1065.960724271863,0.3293502797837339,0.35728081150860613
W_floor175_v238_bfi3,blend8,0,0,0,0,238,0,0,0,175,0,0,0,238,0,0,0,61166,0,0,0,3,0,0,True,0,0.0,False,1123.019178910149,1218.0967844757436,1068.6634765293052,0.3293524401502283,0.3572362394519096
W_floor175_v239_bfi3,blend8,0,0,0,0,239,0,0,0,175,0,0,0,239,0,0,0,61423,0,0,0,3,0,0,True,0,0.0,False,1123.9420634677203,1219.2239350842597,1069.4402122046117,0.32935006093730834,0.35727061951690925
W_floor175_v240_bfi3,blend8,0,0,0,0,240,0,0,0,175,0,0,0,240,0,0,0,61680,0,0,0,3,0,0,True,0,0.0,False,1126.6656122635254,1222.1345500171205,1072.1845256855174,0.3293395659520909,0.3572464250764307
W_floor175_v241_bfi3,blend8,0,0,0,0,241,0,0,0,175,0,0,0,241,0,0,0,61937,0,0,0,3,0,0,True,0,0.0,False,1129.5925349700556,1225.3796318696045,1075.1029704154876,0.3293200556166214,0.3572457111975078
W_floor175_v242_bfi3,blend8,0,0,0,0,242,0,0,0,175,0,0,0,242,0,0,0,62194,0,0,0,3,0,0,True,0,0.0,False,1131.1132642596117,1227.0320212624028,1076.5075224642003,0.32932390185976307,0.35725067127871624
W_floor175_v243_bfi3,blend8,0,0,0,0,243,0,0,0,175,0,0,0,243,0,0,0,62451,0,0,0,3,0,0,True,0,0.0,False,1133.0429776070005,1229.0748870106027,1078.3206749763785,0.32933097469042855,0.35724366904564736
W_floor175_v244_bfi3,blend8,0,0,0,0,244,0,0,0,175,0,0,0,244,0,0,0,62708,0,0,0,3,0,0,True,0,0.0,False,1135.3630036797263,1231.5861145126464,1080.5253546917556,0.3293318087225432,0.3572429975042895
W_floor175_v245_bfi3,blend8,0,0,0,0,245,0,0,0,175,0,0,0,245,0,0,0,62965,0,0,0,3,0,0,True,0,0.0,False,1138.1928981696424,1234.587434358431,1083.3015237132877,0.3293304225749666,0.3572216995175856
W_floor175_v246_bfi3,blend8,0,0,0,0,246,0,0,0,175,0,0,0,246,0,0,0,63222,0,0,0,3,0,0,True,0,0.0,False,1139.1631570652792,1235.6611662633907,1084.2394693304745,0.32932701602174014,0.3572241624701232
W_floor175_v247_bfi3,blend8,0,0,0,0,247,0,0,0,175,0,0,0,247,0,0,0,63479,0,0,0,3,0,0,True,0,0.0,False,1140.34821611273,1237.1743489358262,1085.4442292312103,0.32929805102272175,0.3572585076413173
W_floor175_v248_bfi3,blend8,0,0,0,0,248,0,0,0,175,0,0,0,248,0,0,0,63736,0,0,0,3,0,0,True,0,0.0,False,1142.3238132745923,1239.213073003935,1087.4068536063942,0.32930018441650705,0.3572306632580454
W_floor175_v249_bfi3,blend8,0,0,0,0,249,0,0,0,175,0,0,0,249,0,0,0,63993,0,0,0,3,0,0,True,0,0.0,False,1146.1920598475642,1243.2608764091804,1091.1842963037348,0.329305234433864,0.3571934658340116
W_floor175_v250_bfi3,blend8,0,0,0,0,250,0,0,0,175,0,0,0,250,0,0,0,64250,0,0,0,3,0,0,True,0,0.0,False,1147.718429805332,1244.7801425796772,1093.1171801206128,0.3292727917528772,0.35711915224300655
W_floor175_v251_bfi3,blend8,0,0,0,0,251,0,0,0,175,0,0,0,251,0,0,0,64507,0,0,0,3,0,0,True,0,0.0,False,1149.7807847681122,1247.1116339443195,1094.8290861344526,0.32928765457728887,0.3571624003269432
W_floor175_v252_bfi3,blend8,0,0,0,0,252,0,0,0,175,0,0,0,252,0,0,0,64764,0,0,0,3,0,0,True,0,0.0,False,1151.9297071118713,1249.441468216873,1096.8608116466044,0.3292891127291578,0.35716369665271075
W_floor175_v253_bfi3,blend8,0,0,0,0,253,0,0,0,175,0,0,0,253,0,0,0,65021,0,0,0,3,0,0,True,0,0.0,False,1153.9924073399397,1251.6338158195206,1098.7914541343735,0.32929648050145405,0.3571588580691249
W_floor175_v254_bfi3,blend8,0,0,0,0,254,0,0,0,175,0,0,0,254,0,0,0,65278,0,0,0,3,0,0,True,0,0.0,False,1156.7917842832599,1254.6441056894432,1101.507883460974,0.3292941358843811,0.3571489288207733
W_floor175_v255_bfi3,blend8,0,0,0,0,255,0,0,0,175,0,0,0,255,0,0,0,65535,0,0,0,3,0,0,True,0,0.0,False,1159.4707034370208,1257.5451315223063,1104.1284155877192,0.32928804415124,0.3571410433772867
W_floor175_v176_bfi4,blend8,0,0,0,0,176,0,0,0,175,0,0,0,176,0,0,0,45232,0,0,0,4,0,0,True,0,0.0,False,991.7475848364847,1075.8406931234226,941.1785416661255,0.3296192906566789,0.3575686510851451
W_floor175_v177_bfi4,blend8,0,0,0,0,177,0,0,0,175,0,0,0,177,0,0,0,45489,0,0,0,4,0,0,True,0,0.0,False,992.2395514660814,1076.8050472347486,941.4523351861316,0.3295932775407165,0.35768348909907266
W_floor175_v178_bfi4,blend8,0,0,0,0,178,0,0,0,175,0,0,0,178,0,0,0,45746,0,0,0,4,0,0,True,0,0.0,False,991.9084759608409,1076.6084268445056,941.0363058877101,0.3295866220592896,0.35773031815311845
W_floor175_v179_bfi4,blend8,0,0,0,0,179,0,0,0,175,0,0,0,179,0,0,0,46003,0,0,0,4,0,0,True,0,0.0,False,993.657219276814,1078.5336503088438,942.7290360078437,0.32957997240102727,0.3577321070148062
W_floor175_v180_bfi4,blend8,0,0,0,0,180,0,0,0,175,0,0,0,180,0,0,0,46260,0,0,0,4,0,0,True,0,0.0,False,993.7724534452044,1078.711008195586,942.7662679431348,0.329582138320044,0.3577517966793542
W_floor175_v181_bfi4,blend8,0,0,0,0,181,0,0,0,175,0,0,0,181,0,0,0,46517,0,0,0,4,0,0,True,0,0.0,False,995.6164062625355,1080.689950835695,944.5405312480973,0.3295818831809632,0.35774403363663576
W_floor175_v182_bfi4,blend8,0,0,0,0,182,0,0,0,175,0,0,0,182,0,0,0,46774,0,0,0,4,0,0,True,0,0.0,False,995.8925606416183,1081.0021675357452,944.7984013127834,0.3295809726415389,0.3577471706129681
W_floor175_v183_bfi4,blend8,0,0,0,0,183,0,0,0,175,0,0,0,183,0,0,0,47031,0,0,0,4,0,0,True,0,0.0,False,997.8272249297527,1083.0687029906544,946.7085314823794,0.3295764814425528,0.3577312418162762
W_floor175_v184_bfi4,blend8,0,0,0,0,184,0,0,0,175,0,0,0,184,0,0,0,47288,0,0,0,4,0,0,True,0,0.0,False,998.055881819166,1083.329451377596,946.8731182145075,0.32958081281141594,0.35774009014082936
W_floor175_v185_bfi4,blend8,0,0,0,0,185,0,0,0,175,0,0,0,185,0,0,0,47545,0,0,0,4,0,0,True,0,0.0,False,1000.5914195788614,1085.9843367157835,949.6208322505732,0.32955422694098047,0.3576791900804186
W_floor175_v186_bfi4,blend8,0,0,0,0,186,0,0,0,175,0,0,0,186,0,0,0,47802,0,0,0,4,0,0,True,0,0.0,False,1000.2099333481574,1085.6254468620223,949.0461801740652,0.32957132377235876,0.3577159191426804
W_floor175_v187_bfi4,blend8,0,0,0,0,187,0,0,0,175,0,0,0,187,0,0,0,48059,0,0,0,4,0,0,True,0,0.0,False,1001.1008133769452,1086.6030741523864,949.8666349855685,0.3295728629036413,0.35772110181420697
W_floor175_v188_bfi4,blend8,0,0,0,0,188,0,0,0,175,0,0,0,188,0,0,0,48316,0,0,0,4,0,0,True,0,0.0,False,1003.1614784728695,1088.8402675234795,951.9183089612948,0.3295623604959718,0.35770987669340437
W_floor175_v189_bfi4,blend8,0,0,0,0,189,0,0,0,175,0,0,0,189,0,0,0,48573,0,0,0,4,0,0,True,0,0.0,False,1003.1360075837605,1088.830062531801,951.8532716389823,0.3295648969118924,0.3577183598236052
W_floor175_v190_bfi4,blend8,0,0,0,0,190,0,0,0,175,0,0,0,190,0,0,0,48830,0,0,0,4,0,0,True,0,0.0,False,1005.2110920618045,1091.0642104800795,953.8938980895299,0.3295591247376428,0.3577061266811752
W_floor175_v191_bfi4,blend8,0,0,0,0,191,0,0,0,175,0,0,0,191,0,0,0,49087,0,0,0,4,0,0,True,0,0.0,False,1005.1743759519643,1091.041687484455,953.7863024120031,0.3295651135248723,0.35771830858267506
W_floor175_v192_bfi4,blend8,0,0,0,0,192,0,0,0,175,0,0,0,192,0,0,0,49344,0,0,0,4,0,0,True,0,0.0,False,1005.7820795784781,1091.7121539148745,954.387003968554,0.3295613430930673,0.357717771096098
W_floor175_v193_bfi4,blend8,0,0,0,0,193,0,0,0,175,0,0,0,193,0,0,0,49601,0,0,0,4,0,0,True,0,0.0,False,1006.9889085930987,1093.0016534315264,955.5250261730637,0.3295643172244708,0.3577143110162429
W_floor175_v194_bfi4,blend8,0,0,0,0,194,0,0,0,175,0,0,0,194,0,0,0,49858,0,0,0,4,0,0,True,0,0.0,False,1008.3535689342023,1094.480871419255,956.8577805158303,0.32956045776647414,0.35770946631628936
W_floor175_v195_bfi4,blend8,0,0,0,0,195,0,0,0,175,0,0,0,195,0,0,0,50115,0,0,0,4,0,0,True,0,0.0,False,1010.3519192953769,1096.6141593217353,958.7886333596707,0.329560585962178,0.35769794466519605
W_floor175_v196_bfi4,blend8,0,0,0,0,196,0,0,0,175,0,0,0,196,0,0,0,50372,0,0,0,4,0,0,True,0,0.0,False,1012.2974091527582,1098.6637058111564,960.8097207367741,0.3295484797849014,0.35766460604491834
W_floor175_v197_bfi4,blend8,0,0,0,0,197,0,0,0,175,0,0,0,197,0,0,0,50629,0,0,0,4,0,0,True,0,0.0,False,1012.088338361614,1098.459483511318,960.5703754251219,0.32955043516463856,0.3576741150756536
W_floor175_v198_bfi4,blend8,0,0,0,0,198,0,0,0,175,0,0,0,198,0,0,0,50886,0,0,0,4,0,0,True,0,0.0,False,1014.0256464338355,1100.5091105894423,962.657788881909,0.3295294757499647,0.3576341402665515
W_floor175_v199_bfi4,blend8,0,0,0,0,199,0,0,0,175,0,0,0,199,0,0,0,51143,0,0,0,4,0,0,True,0,0.0,False,1013.9581235479408,1100.4770139096565,962.3651023805697,0.3295495464474069,0.35766930841358074
W_floor175_v200_bfi4,blend8,0,0,0,0,200,0,0,0,175,0,0,0,200,0,0,0,51400,0,0,0,4,0,0,True,0,0.0,False,1014.6302996718836,1101.2254797006108,962.9557103618938,0.32955258971032897,0.3576787612273119
W_floor175_v201_bfi4,blend8,0,0,0,0,201,0,0,0,175,0,0,0,201,0,0,0,51657,0,0,0,4,0,0,True,0,0.0,False,1015.647869948641,1102.3483155277786,963.9625218245307,0.32954622900775415,0.357677834202123
W_floor175_v202_bfi4,blend8,0,0,0,0,202,0,0,0,175,0,0,0,202,0,0,0,51914,0,0,0,4,0,0,True,0,0.0,False,1016.8198668419338,1103.5923466631475,965.1246360521549,0.32954390643166165,0.3576662345878349
W_floor175_v203_bfi4,blend8,0,0,0,0,203,0,0,0,175,0,0,0,203,0,0,0,52171,0,0,0,4,0,0,True,0,0.0,False,1018.6723137399921,1105.5612909619229,967.0587302537263,0.32952959583313224,0.3576372504342224
W_floor175_v204_bfi4,blend8,0,0,0,0,204,0,0,0,175,0,0,0,204,0,0,0,52428,0,0,0,4,0,0,True,0,0.0,False,1019.3002305794831,1106.2747193536302,967.5774964423762,0.3295344307306561,0.35765282782940316
W_floor175_v205_bfi4,blend8,0,0,0,0,205,0,0,0,175,0,0,0,205,0,0,0,52685,0,0,0,4,0,0,True,0,0.0,False,1021.0359619284046,1108.1310792664358,969.3443361503113,0.32952467736401947,0.35763337432567316
W_floor175_v206_bfi4,blend8,0,0,0,0,206,0,0,0,175,0,0,0,206,0,0,0,52942,0,0,0,4,0,0,True,0,0.0,False,1021.4038271838184,1108.5430710436765,969.584645840327,0.32953490314969636,0.3576485850467667
W_floor175_v207_bfi4,blend8,0,0,0,0,207,0,0,0,175,0,0,0,207,0,0,0,53199,0,0,0,4,0,0,True,0,0.0,False,1022.815936348363,1110.014255015471,971.2338292625509,0.3295086472288557,0.3576003096712791
W_floor175_v208_bfi4,blend8,0,0,0,0,208,0,0,0,175,0,0,0,208,0,0,0,53456,0,0,0,4,0,0,True,0,0.0,False,1023.434664842503,1110.7250010081898,971.6838917378811,0.3295190649065125,0.3576242590501159
W_floor175_v209_bfi4,blend8,0,0,0,0,209,0,0,0,175,0,0,0,209,0,0,0,53713,0,0,0,4,0,0,True,0,0.0,False,1025.0117707129596,1112.4162787616851,973.3231214304778,0.3295061913983677,0.3576037483055933
W_floor175_v210_bfi4,blend8,0,0,0,0,210,0,0,0,175,0,0,0,210,0,0,0,53970,0,0,0,4,0,0,True,0,0.0,False,1026.8095322335007,1114.415551759373,974.9106822967217,0.3295137340746004,0.35762740629440404
W_floor175_v211_bfi4,blend8,0,0,0,0,211,0,0,0,175,0,0,0,211,0,0,0,54227,0,0,0,4,0,0,True,0,0.0,False,1026.8741601313973,1114.47507296819,974.963154882033,0.3295157969694063,0.3576262371084099
W_floor175_v212_bfi4,blend8,0,0,0,0,212,0,0,0,175,0,0,0,212,0,0,0,54484,0,0,0,4,0,0,True,0,0.0,False,1028.2749158535692,1115.9274572225595,976.5855034125755,0.3294920887127111,0.35757875939909267
W_floor175_v213_bfi4,blend8,0,0,0,0,213,0,0,0,175,0,0,0,213,0,0,0,54741,0,0,0,4,0,0,True,0,0.0,False,1028.9316187580512,1116.6779904373907,977.2936192761316,0.32947918762812123,0.3575768791862054
W_floor175_v214_bfi4,blend8,0,0,0,0,214,0,0,0,175,0,0,0,214,0,0,0,54998,0,0,0,4,0,0,True,0,0.0,False,1030.8523174676325,1118.7487608951042,978.9630063990055,0.32949694797322254,0.3575917675281704
W_floor175_v215_bfi4,blend8,0,0,0,0,215,0,0,0,175,0,0,0,215,0,0,0,55255,0,0,0,4,0,0,True,0,0.0,False,1031.96285425943,1119.9553231681746,979.8927149852038,0.32950995117856097,0.3576063056302033
W_floor175_v216_bfi4,blend8,0,0,0,0,216,0,0,0,175,0,0,0,216,0,0,0,55512,0,0,0,4,0,0,True,0,0.0,False,1032.237743006893,1120.2443277130724,980.1356907275072,0.3295128297203845,0.3576064534587351
W_floor175_v217_bfi4,blend8,0,0,0,0,217,0,0,0,175,0,0,0,217,0,0,0,55769,0,0,0,4,0,0,True,0,0.0,False,1032.5979705928735,1120.6512240127445,980.4511832554393,0.32951394392647226,0.3576127545345154
W_floor175_v218_bfi4,blend8,0,0,0,0,218,0,0,0,175,0,0,0,218,0,0,0,56026,0,0,0,4,0,0,True,0,0.0,False,1033.614846649039,1121.6262145578353,981.9617004293934,0.32947020807476834,0.3575242978470508
W_floor175_v219_bfi4,blend8,0,0,0,0,219,0,0,0,175,0,0,0,219,0,0,0,56283,0,0,0,4,0,0,True,0,0.0,False,1034.7594327909408,1122.954473258247,982.6986191149905,0.32949793203899047,0.35758183495320883
W_floor175_v220_bfi4,blend8,0,0,0,0,220,0,0,0,175,0,0,0,220,0,0,0,56540,0,0,0,4,0,0,True,0,0.0,False,1035.5677586264162,1123.85296363335,983.3954922863898,0.3295031232922283,0.35759423616046293
W_floor175_v221_bfi4,blend8,0,0,0,0,221,0,0,0,175,0,0,0,221,0,0,0,56797,0,0,0,4,0,0,True,0,0.0,False,1037.474021061686,1125.870115761072,985.5778085563546,0.3294695896111772,0.3575414491976312
W_floor175_v222_bfi4,blend8,0,0,0,0,222,0,0,0,175,0,0,0,222,0,0,0,57054,0,0,0,4,0,0,True,0,0.0,False,1039.1761004547257,1127.709283030962,987.1437418378462,0.3294757464702008,0.35754561490147435
