name,mode,use_fill16,r,g,b,w,lower_r,lower_g,lower_b,lower_w,upper_r,upper_g,upper_b,upper_w,r16,g16,b16,w16,bfi_r,bfi_g,bfi_b,bfi_w,repeat_index,solver_mode,ok,returncode,elapsed_s,timed_out,X,Y,Z,x,y
W_floor167_v237_bfi3,blend8,0,0,0,0,237,0,0,0,167,0,0,0,237,0,0,0,60909,0,0,0,3,0,0,True,0,0.0,False,1095.5004405760071,1188.4897146751614,1041.8371869125017,0.32939185588128334,0.35735159778377745
W_floor167_v238_bfi3,blend8,0,0,0,0,238,0,0,0,167,0,0,0,238,0,0,0,61166,0,0,0,3,0,0,True,0,0.0,False,1096.5838242854852,1189.594958733779,1042.7797118160438,0.3294074786413749,0.35734748888559853
W_floor167_v239_bfi3,blend8,0,0,0,0,239,0,0,0,167,0,0,0,239,0,0,0,61423,0,0,0,3,0,0,True,0,0.0,False,1098.9304889320351,1192.1487810420776,1045.0953633151844,0.3293983708066703,0.35734004123959184
W_floor167_v240_bfi3,blend8,0,0,0,0,240,0,0,0,167,0,0,0,240,0,0,0,61680,0,0,0,3,0,0,True,0,0.0,False,1100.96527741543,1194.2639692886182,1047.562539893705,0.32935502648700027,0.35726543725420706
W_floor167_v241_bfi3,blend8,0,0,0,0,241,0,0,0,167,0,0,0,241,0,0,0,61937,0,0,0,3,0,0,True,0,0.0,False,1104.1468476060827,1197.8505971221066,1050.448950370434,0.32935555635442176,0.35730641327282664
W_floor167_v242_bfi3,blend8,0,0,0,0,242,0,0,0,167,0,0,0,242,0,0,0,62194,0,0,0,3,0,0,True,0,0.0,False,1105.1442479861703,1198.9683732886974,1051.3187703903527,0.32935981070312204,0.35732167740544324
W_floor167_v243_bfi3,blend8,0,0,0,0,243,0,0,0,167,0,0,0,243,0,0,0,62451,0,0,0,3,0,0,True,0,0.0,False,1107.2295813291348,1201.186982298571,1053.216265643728,0.3293725512459088,0.3573224808608571
W_floor167_v244_bfi3,blend8,0,0,0,0,244,0,0,0,167,0,0,0,244,0,0,0,62708,0,0,0,3,0,0,True,0,0.0,False,1110.0207292612554,1204.1918827619825,1055.9332974263575,0.3293687451777248,0.3573114978154309
W_floor167_v245_bfi3,blend8,0,0,0,0,245,0,0,0,167,0,0,0,245,0,0,0,62965,0,0,0,3,0,0,True,0,0.0,False,1112.6754165678121,1206.9923200988255,1058.5961747342867,0.32936308285826,0.35728183225279775
W_floor167_v246_bfi3,blend8,0,0,0,0,246,0,0,0,167,0,0,0,246,0,0,0,63222,0,0,0,3,0,0,True,0,0.0,False,1114.2978152008247,1208.71116916978,1060.4415614195634,0.3293376983409086,0.3572421564351545
W_floor167_v247_bfi3,blend8,0,0,0,0,247,0,0,0,167,0,0,0,247,0,0,0,63479,0,0,0,3,0,0,True,0,0.0,False,1115.02363680102,1209.7726251418649,1060.9608185072193,0.32932771321349147,0.3573122927593604
W_floor167_v248_bfi3,blend8,0,0,0,0,248,0,0,0,167,0,0,0,248,0,0,0,63736,0,0,0,3,0,0,True,0,0.0,False,1116.884424601069,1211.6984175348862,1062.752067179133,0.3293347470735747,0.3572924674017524
W_floor167_v249_bfi3,blend8,0,0,0,0,249,0,0,0,167,0,0,0,249,0,0,0,63993,0,0,0,3,0,0,True,0,0.0,False,1120.6304466335691,1215.614238964985,1066.3927952470972,0.32934171005342033,0.35725646525908206
W_floor167_v250_bfi3,blend8,0,0,0,0,250,0,0,0,167,0,0,0,250,0,0,0,64250,0,0,0,3,0,0,True,0,0.0,False,1122.7609103466739,1217.8431730136895,1068.6512457274796,0.3293273169560674,0.357216768900535
W_floor167_v251_bfi3,blend8,0,0,0,0,251,0,0,0,167,0,0,0,251,0,0,0,64507,0,0,0,3,0,0,True,0,0.0,False,1124.3963621515531,1219.6485314511197,1070.2506100481296,0.32932016603403846,0.3572182109448308
W_floor167_v252_bfi3,blend8,0,0,0,0,252,0,0,0,167,0,0,0,252,0,0,0,64764,0,0,0,3,0,0,True,0,0.0,False,1126.829166850203,1222.2988686321355,1072.611575439848,0.3293147039165009,0.357215629363076
W_floor167_v253_bfi3,blend8,0,0,0,0,253,0,0,0,167,0,0,0,253,0,0,0,65021,0,0,0,3,0,0,True,0,0.0,False,1128.5513180151847,1224.1183967853945,1074.1403327321204,0.3293299898042907,0.3572180482156455
W_floor167_v254_bfi3,blend8,0,0,0,0,254,0,0,0,167,0,0,0,254,0,0,0,65278,0,0,0,3,0,0,True,0,0.0,False,1131.3293812608695,1227.1062457580929,1076.8115112105042,0.3293298373414726,0.3572104702750865
W_floor167_v255_bfi3,blend8,0,0,0,0,255,0,0,0,167,0,0,0,255,0,0,0,65535,0,0,0,3,0,0,True,0,0.0,False,1134.4111808660296,1230.2975397590192,1080.4788061508611,0.3292741460513875,0.35710611692315086
W_floor167_v168_bfi4,blend8,0,0,0,0,168,0,0,0,167,0,0,0,168,0,0,0,43176,0,0,0,4,0,0,True,0,0.0,False,948.4185856194998,1029.4764973817391,899.5562629745909,0.3296036914562886,0.35777372876225394
W_floor167_v169_bfi4,blend8,0,0,0,0,169,0,0,0,167,0,0,0,169,0,0,0,43433,0,0,0,4,0,0,True,0,0.0,False,949.1050699217553,1030.329747364788,899.6902235135003,0.32965052106872733,0.3578621048978417
W_floor167_v170_bfi4,blend8,0,0,0,0,170,0,0,0,167,0,0,0,170,0,0,0,43690,0,0,0,4,0,0,True,0,0.0,False,948.8662225764166,1030.1246554092877,899.29253816759,0.3296639299838432,0.357895490634486
W_floor167_v171_bfi4,blend8,0,0,0,0,171,0,0,0,167,0,0,0,171,0,0,0,43947,0,0,0,4,0,0,True,0,0.0,False,950.6599988462143,1032.0791658581784,900.9922376236996,0.3296631572825153,0.3578971207321739
W_floor167_v172_bfi4,blend8,0,0,0,0,172,0,0,0,167,0,0,0,172,0,0,0,44204,0,0,0,4,0,0,True,0,0.0,False,950.8656978090482,1032.3188286146483,901.1370841128567,0.3296670157500794,0.35790697710114655
W_floor167_v173_bfi4,blend8,0,0,0,0,173,0,0,0,167,0,0,0,173,0,0,0,44461,0,0,0,4,0,0,True,0,0.0,False,952.7502236106301,1034.362767353762,902.9670763895595,0.3296622243697671,0.35790107652650105
W_floor167_v174_bfi4,blend8,0,0,0,0,174,0,0,0,167,0,0,0,174,0,0,0,44718,0,0,0,4,0,0,True,0,0.0,False,953.0230396855085,1034.6467811815182,903.2212726224504,0.32966411008418617,0.35789891342210267
W_floor167_v175_bfi4,blend8,0,0,0,0,175,0,0,0,167,0,0,0,175,0,0,0,44975,0,0,0,4,0,0,True,0,0.0,False,954.8246650603787,1036.5931306121993,905.0443274644801,0.32965204600232817,0.35788250857204407
W_floor167_v176_bfi4,blend8,0,0,0,0,176,0,0,0,167,0,0,0,176,0,0,0,45232,0,0,0,4,0,0,True,0,0.0,False,955.1601310717131,1036.953311160076,905.296983169862,0.32965993450489667,0.3578896873114996
W_floor167_v177_bfi4,blend8,0,0,0,0,177,0,0,0,167,0,0,0,177,0,0,0,45489,0,0,0,4,0,0,True,0,0.0,False,957.3327686388948,1039.3649762826885,907.6871265346526,0.3296163597488013,0.35786062188154805
W_floor167_v178_bfi4,blend8,0,0,0,0,178,0,0,0,167,0,0,0,178,0,0,0,45746,0,0,0,4,0,0,True,0,0.0,False,957.245225674665,1039.2175905539375,907.3827068760579,0.32964743408637714,0.35787633408365777
W_floor167_v179_bfi4,blend8,0,0,0,0,179,0,0,0,167,0,0,0,179,0,0,0,46003,0,0,0,4,0,0,True,0,0.0,False,958.2386166018198,1040.2822680171776,908.3102791766818,0.3296505928987537,0.3578750224553114
W_floor167_v180_bfi4,blend8,0,0,0,0,180,0,0,0,167,0,0,0,180,0,0,0,46260,0,0,0,4,0,0,True,0,0.0,False,960.319397821532,1042.530202734068,910.3683625565303,0.3296421380004271,0.35786206728601755
W_floor167_v181_bfi4,blend8,0,0,0,0,181,0,0,0,167,0,0,0,181,0,0,0,46517,0,0,0,4,0,0,True,0,0.0,False,960.618221819582,1042.841456095946,910.6054818928114,0.32964884761971575,0.35786483791753454
W_floor167_v182_bfi4,blend8,0,0,0,0,182,0,0,0,167,0,0,0,182,0,0,0,46774,0,0,0,4,0,0,True,0,0.0,False,962.5232036288585,1044.899621555166,912.487423424169,0.3296413662329708,0.3578533354075621
W_floor167_v183_bfi4,blend8,0,0,0,0,183,0,0,0,167,0,0,0,183,0,0,0,47031,0,0,0,4,0,0,True,0,0.0,False,962.4137385195323,1044.7763291170363,912.2910709919248,0.32965232273144696,0.35786370231795667
W_floor167_v184_bfi4,blend8,0,0,0,0,184,0,0,0,167,0,0,0,184,0,0,0,47288,0,0,0,4,0,0,True,0,0.0,False,963.1902109850064,1045.6238502859596,913.0357498330593,0.3296508285006831,0.35786365415232246
W_floor167_v185_bfi4,blend8,0,0,0,0,185,0,0,0,167,0,0,0,185,0,0,0,47545,0,0,0,4,0,0,True,0,0.0,False,965.5883054236604,1048.1745424180358,915.5514736952128,0.32962946254161274,0.3578224892807321
W_floor167_v186_bfi4,blend8,0,0,0,0,186,0,0,0,167,0,0,0,186,0,0,0,47802,0,0,0,4,0,0,True,0,0.0,False,966.0446397793563,1048.683152738903,915.866960034159,0.3296411552426258,0.3578397019327037
W_floor167_v187_bfi4,blend8,0,0,0,0,187,0,0,0,167,0,0,0,187,0,0,0,48059,0,0,0,4,0,0,True,0,0.0,False,967.905942776448,1050.6966879052056,917.65421444364,0.3296393993540937,0.3578354154029639
W_floor167_v188_bfi4,blend8,0,0,0,0,188,0,0,0,167,0,0,0,188,0,0,0,48316,0,0,0,4,0,0,True,0,0.0,False,969.1772691228075,1052.0736191776045,918.9672453190843,0.3296276755934844,0.3578216211742326
W_floor167_v189_bfi4,blend8,0,0,0,0,189,0,0,0,167,0,0,0,189,0,0,0,48573,0,0,0,4,0,0,True,0,0.0,False,968.9251137337169,1051.8183049688218,918.69814497006,0.3296289763703014,0.3578292958662047
W_floor167_v190_bfi4,blend8,0,0,0,0,190,0,0,0,167,0,0,0,190,0,0,0,48830,0,0,0,4,0,0,True,0,0.0,False,970.7215796325165,1053.730111145825,920.5493694518022,0.3296167165239178,0.35780296495495284
W_floor167_v191_bfi4,blend8,0,0,0,0,191,0,0,0,167,0,0,0,191,0,0,0,49087,0,0,0,4,0,0,True,0,0.0,False,970.859786484609,1053.918095379403,920.5359821047427,0.3296286342727473,0.3578287897505321
W_floor167_v192_bfi4,blend8,0,0,0,0,192,0,0,0,167,0,0,0,192,0,0,0,49344,0,0,0,4,0,0,True,0,0.0,False,971.4716436743256,1054.5981765787337,921.1233967383728,0.32962604490045205,0.35783136663679405
W_floor167_v193_bfi4,blend8,0,0,0,0,193,0,0,0,167,0,0,0,193,0,0,0,49601,0,0,0,4,0,0,True,0,0.0,False,972.6572132563379,1055.8647338046999,922.2424286906107,0.329628899294466,0.3578275319037425
W_floor167_v194_bfi4,blend8,0,0,0,0,194,0,0,0,167,0,0,0,194,0,0,0,49858,0,0,0,4,0,0,True,0,0.0,False,973.9901488331918,1057.3046150746118,923.5674155297954,0.3296228689145062,0.35781858877622824
W_floor167_v195_bfi4,blend8,0,0,0,0,195,0,0,0,167,0,0,0,195,0,0,0,50115,0,0,0,4,0,0,True,0,0.0,False,975.8799344882088,1059.29895605465,925.4870407681631,0.32961501132823734,0.35779077431595885
W_floor167_v196_bfi4,blend8,0,0,0,0,196,0,0,0,167,0,0,0,196,0,0,0,50372,0,0,0,4,0,0,True,0,0.0,False,977.4960293472349,1061.0637975449995,926.9651619120268,0.3296198929489966,0.35779964814015425
W_floor167_v197_bfi4,blend8,0,0,0,0,197,0,0,0,167,0,0,0,197,0,0,0,50629,0,0,0,4,0,0,True,0,0.0,False,978.4771105855989,1062.1096151987645,927.9620324327599,0.3296146333716483,0.35778749203926014
W_floor167_v198_bfi4,blend8,0,0,0,0,198,0,0,0,167,0,0,0,198,0,0,0,50886,0,0,0,4,0,0,True,0,0.0,False,979.6991757474914,1063.4426600712145,929.0775626335869,0.329618727425588,0.35779413209703664
W_floor167_v199_bfi4,blend8,0,0,0,0,199,0,0,0,167,0,0,0,199,0,0,0,51143,0,0,0,4,0,0,True,0,0.0,False,980.4546431892486,1064.241420952722,929.7970770004117,0.32962074433047633,0.35778916623892093
W_floor167_v200_bfi4,blend8,0,0,0,0,200,0,0,0,167,0,0,0,200,0,0,0,51400,0,0,0,4,0,0,True,0,0.0,False,980.6313437233816,1064.4434761334169,929.9950053505446,0.3296162447733602,0.3577877289180035
W_floor167_v201_bfi4,blend8,0,0,0,0,201,0,0,0,167,0,0,0,201,0,0,0,51657,0,0,0,4,0,0,True,0,0.0,False,982.3215166097582,1066.2617557383892,931.7618230053686,0.3295999238951352,0.35776452780610424
W_floor167_v202_bfi4,blend8,0,0,0,0,202,0,0,0,167,0,0,0,202,0,0,0,51914,0,0,0,4,0,0,True,0,0.0,False,982.3104181564431,1066.2641180259056,931.65534234799,0.32960894232791754,0.35777915177191627
W_floor167_v203_bfi4,blend8,0,0,0,0,203,0,0,0,167,0,0,0,203,0,0,0,52171,0,0,0,4,0,0,True,0,0.0,False,983.3810826916099,1067.4256138389787,932.6825493185826,0.3296077182311802,0.3577775972626857
W_floor167_v204_bfi4,blend8,0,0,0,0,204,0,0,0,167,0,0,0,204,0,0,0,52428,0,0,0,4,0,0,True,0,0.0,False,985.2551020752628,1069.4231566932192,934.664260695587,0.3295892309630346,0.3577452733268404
W_floor167_v205_bfi4,blend8,0,0,0,0,205,0,0,0,167,0,0,0,205,0,0,0,52685,0,0,0,4,0,0,True,0,0.0,False,986.3424330386515,1070.5738860194756,935.832534352279,0.329577415730912,0.3577225949980722
W_floor167_v206_bfi4,blend8,0,0,0,0,206,0,0,0,167,0,0,0,206,0,0,0,52942,0,0,0,4,0,0,True,0,0.0,False,987.8354518072545,1072.2117888228186,937.1610764847617,0.329585183040651,0.3577368255320165
W_floor167_v207_bfi4,blend8,0,0,0,0,207,0,0,0,167,0,0,0,207,0,0,0,53199,0,0,0,4,0,0,True,0,0.0,False,988.8374414675999,1073.3140779750847,938.0353615659592,0.3295919489972435,0.3577490738224425
W_floor167_v208_bfi4,blend8,0,0,0,0,208,0,0,0,167,0,0,0,208,0,0,0,53456,0,0,0,4,0,0,True,0,0.0,False,989.4304831927725,1073.9041576669053,938.8600211695027,0.3295690634943762,0.35770637102560643
W_floor167_v209_bfi4,blend8,0,0,0,0,209,0,0,0,167,0,0,0,209,0,0,0,53713,0,0,0,4,0,0,True,0,0.0,False,989.3911033438562,1073.9296454786822,938.6118396473059,0.3295847172398272,0.35774608983677725
W_floor167_v210_bfi4,blend8,0,0,0,0,210,0,0,0,167,0,0,0,210,0,0,0,53970,0,0,0,4,0,0,True,0,0.0,False,991.7328663957919,1076.465752868212,940.9642779892283,0.32957101368657943,0.35772930533299185
W_floor167_v211_bfi4,blend8,0,0,0,0,211,0,0,0,167,0,0,0,211,0,0,0,54227,0,0,0,4,0,0,True,0,0.0,False,992.5726022158781,1077.3380476794887,941.8006981710535,0.32957096066099756,0.357716236109799
W_floor167_v212_bfi4,blend8,0,0,0,0,212,0,0,0,167,0,0,0,212,0,0,0,54484,0,0,0,4,0,0,True,0,0.0,False,993.2389155065855,1078.0880442377238,942.3387462132721,0.3295783316454428,0.35773312285649317
W_floor167_v213_bfi4,blend8,0,0,0,0,213,0,0,0,167,0,0,0,213,0,0,0,54741,0,0,0,4,0,0,True,0,0.0,False,993.9125381292624,1078.8194198772826,943.1285931082673,0.3295618352651825,0.35771528609918557
W_floor167_v214_bfi4,blend8,0,0,0,0,214,0,0,0,167,0,0,0,214,0,0,0,54998,0,0,0,4,0,0,True,0,0.0,False,996.3681335431834,1081.454713574099,945.4389136879201,0.3295672728245056,0.3577112400899316
W_floor167_v215_bfi4,blend8,0,0,0,0,215,0,0,0,167,0,0,0,215,0,0,0,55255,0,0,0,4,0,0,True,0,0.0,False,997.4219669681092,1082.5778593238038,946.3857147028957,0.3295753146640546,0.3577131349127275
W_floor167_v216_bfi4,blend8,0,0,0,0,216,0,0,0,167,0,0,0,216,0,0,0,55512,0,0,0,4,0,0,True,0,0.0,False,998.3483624620524,1083.5976368588922,947.2363807267213,0.32957684193526265,0.35771951005533087
W_floor167_v217_bfi4,blend8,0,0,0,0,217,0,0,0,167,0,0,0,217,0,0,0,55769,0,0,0,4,0,0,True,0,0.0,False,999.447445185478,1084.7708922454672,948.4942978551594,0.3295556042985229,0.3576899702345621
W_floor167_v218_bfi4,blend8,0,0,0,0,218,0,0,0,167,0,0,0,218,0,0,0,56026,0,0,0,4,0,0,True,0,0.0,False,1000.5335990257843,1085.9001249282123,949.6209075174554,0.3295505913017337,0.3576681768739849
W_floor167_v219_bfi4,blend8,0,0,0,0,219,0,0,0,167,0,0,0,219,0,0,0,56283,0,0,0,4,0,0,True,0,0.0,False,1000.9051397989531,1086.3554139325997,949.8988943793818,0.32955304352608167,0.3576879753903917
W_floor167_v220_bfi4,blend8,0,0,0,0,220,0,0,0,167,0,0,0,220,0,0,0,56540,0,0,0,4,0,0,True,0,0.0,False,1002.4998652569474,1088.066628681258,951.3603336335809,0.3295608086855894,0.357689941394746
W_floor167_v221_bfi4,blend8,0,0,0,0,221,0,0,0,167,0,0,0,221,0,0,0,56797,0,0,0,4,0,0,True,0,0.0,False,1002.7516475278026,1088.3750131459901,951.7872157306094,0.3295366508081011,0.3576752604092912
W_floor167_v222_bfi4,blend8,0,0,0,0,222,0,0,0,167,0,0,0,222,0,0,0,57054,0,0,0,4,0,0,True,0,0.0,False,1004.9340416137211,1090.7183238370053,953.721251961068,0.32955425201936234,0.35768602365057856
W_floor167_v223_bfi4,blend8,0,0,0,0,223,0,0,0,167,0,0,0,223,0,0,0,57311,0,0,0,4,0,0,True,0,0.0,False,1006.1522313499131,1092.013305475054,954.8595507716566,0.32955911022073114,0.3576823884977307
W_floor167_v224_bfi4,blend8,0,0,0,0,224,0,0,0,167,0,0,0,224,0,0,0,57568,0,0,0,4,0,0,True,0,0.0,False,1006.9828803961692,1092.8724475099398,955.646486285644,0.32956382998009714,0.35767363725130974
W_floor167_v225_bfi4,blend8,0,0,0,0,225,0,0,0,167,0,0,0,225,0,0,0,57825,0,0,0,4,0,0,True,0,0.0,False,1008.2043705318704,1094.1729541032532,956.9810914011816,0.32954764804514036,0.3576478481134813
W_floor167_v226_bfi4,blend8,0,0,0,0,226,0,0,0,167,0,0,0,226,0,0,0,58082,0,0,0,4,0,0,True,0,0.0,False,1009.1043783095583,1095.1312630784741,957.7735713828381,0.32955628418779337,0.357651197949032
W_floor167_v227_bfi4,blend8,0,0,0,0,227,0,0,0,167,0,0,0,227,0,0,0,58339,0,0,0,4,0,0,True,0,0.0,False,1010.230139368565,1096.386245660065,958.860594890353,0.329550717877276,0.3576560035655662
W_floor167_v228_bfi4,blend8,0,0,0,0,228,0,0,0,167,0,0,0,228,0,0,0,58596,0,0,0,4,0,0,True,0,0.0,False,1011.6541408931332,1097.9269767220158,960.2079420110913,0.3295516796897785,0.3576555116316992
W_floor167_v229_bfi4,blend8,0,0,0,0,229,0,0,0,167,0,0,0,229,0,0,0,58853,0,0,0,4,0,0,True,0,0.0,False,1012.3603618935921,1098.652484632079,961.1491083887668,0.3295270160722328,0.3576154189640296
W_floor167_v230_bfi4,blend8,0,0,0,0,230,0,0,0,167,0,0,0,230,0,0,0,59110,0,0,0,4,0,0,True,0,0.0,False,1013.6743194183049,1100.1083817634722,962.461047468615,0.3295169051096889,0.357614178735385
W_floor167_v231_bfi4,blend8,0,0,0,0,231,0,0,0,167,0,0,0,231,0,0,0,59367,0,0,0,4,0,0,True,0,0.0,False,1014.6208593099473,1101.1387448230253,963.2406432586203,0.3295293204894978,0.35762866396515114
W_floor167_v232_bfi4,blend8,0,0,0,0,232,0,0,0,167,0,0,0,232,0,0,0,59624,0,0,0,4,0,0,True,0,0.0,False,1014.5877023874569,1101.108242270754,963.0954296959505,0.32954090713609563,0.3576430190895068
W_floor167_v233_bfi4,blend8,0,0,0,0,233,0,0,0,167,0,0,0,233,0,0,0,59881,0,0,0,4,0,0,True,0,0.0,False,1015.1263941974921,1101.8159575642624,963.5513053326666,0.32953367453285987,0.35767512620153086
W_floor167_v234_bfi4,blend8,0,0,0,0,234,0,0,0,167,0,0,0,234,0,0,0,60138,0,0,0,4,0,0,True,0,0.0,False,1015.9628642500008,1102.6679093876396,964.3888872418456,0.32953499361083527,0.3576584098309266
W_floor167_v235_bfi4,blend8,0,0,0,0,235,0,0,0,167,0,0,0,235,0,0,0,60395,0,0,0,4,0,0,True,0,0.0,False,1017.2804470444639,1104.080722944273,965.6906624336546,0.3295313788904574,0.35764890998863064
W_floor167_v236_bfi4,blend8,0,0,0,0,236,0,0,0,167,0,0,0,236,0,0,0,60652,0,0,0,4,0,0,True,0,0.0,False,1018.4170534720862,1105.3093617508393,966.8075292947826,0.32952786533170236,0.3576434951350544
W_floor167_v237_bfi4,blend8,0,0,0,0,237,0,0,0,167,0,0,0,237,0,0,0,60909,0,0,0,4,0,0,True,0,0.0,False,1020.8159897241828,1107.8477938798017,969.2058686180828,0.32952193097987936,0.35761601301886764
W_floor167_v238_bfi4,blend8,0,0,0,0,238,0,0,0,167,0,0,0,238,0,0,0,61166,0,0,0,4,0,0,True,0,0.0,False,1020.9603913801164,1107.9722467108604,969.2873658031203,0.3295312760542794,0.3576157423676401
W_floor167_v239_bfi4,blend8,0,0,0,0,239,0,0,0,167,0,0,0,239,0,0,0,61423,0,0,0,4,0,0,True,0,0.0,False,1021.7246548444615,1108.8328375236242,970.045975495144,0.32952445078331144,0.3576183955853512
W_floor167_v240_bfi4,blend8,0,0,0,0,240,0,0,0,167,0,0,0,240,0,0,0,61680,0,0,0,4,0,0,True,0,0.0,False,1023.7888131058269,1111.039876347833,972.0794469789819,0.32952014290365966,0.3576030663151603
W_floor167_v241_bfi4,blend8,0,0,0,0,241,0,0,0,167,0,0,0,241,0,0,0,61937,0,0,0,4,0,0,True,0,0.0,False,1025.5949384216779,1113.0294752154823,973.9051792828778,0.3295052810918048,0.35759643145152786
W_floor167_v242_bfi4,blend8,0,0,0,0,242,0,0,0,167,0,0,0,242,0,0,0,62194,0,0,0,4,0,0,True,0,0.0,False,1026.5426879464053,1114.0581042452163,974.7983081424308,0.32950599742945713,0.3575972350142106
W_floor167_v243_bfi4,blend8,0,0,0,0,243,0,0,0,167,0,0,0,243,0,0,0,62451,0,0,0,4,0,0,True,0,0.0,False,1026.4776939252265,1113.9797353783038,974.6919866201874,0.3295115440300159,0.35760073968971456
W_floor167_v244_bfi4,blend8,0,0,0,0,244,0,0,0,167,0,0,0,244,0,0,0,62708,0,0,0,4,0,0,True,0,0.0,False,1028.1221570160462,1115.741190609116,976.3066401919925,0.32950837968136215,0.3575898732971531
W_floor167_v245_bfi4,blend8,0,0,0,0,245,0,0,0,167,0,0,0,245,0,0,0,62965,0,0,0,4,0,0,True,0,0.0,False,1029.7904415052767,1117.5095833609967,977.9584792893397,0.32950568413332165,0.3575734877211148
W_floor167_v246_bfi4,blend8,0,0,0,0,246,0,0,0,167,0,0,0,246,0,0,0,63222,0,0,0,4,0,0,True,0,0.0,False,1030.6115851459397,1118.399692701295,978.7511560891126,0.3295044322943977,0.3575718157385016
W_floor167_v247_bfi4,blend8,0,0,0,0,247,0,0,0,167,0,0,0,247,0,0,0,63479,0,0,0,4,0,0,True,0,0.0,False,1030.294197898436,1118.154885945843,978.4451102371015,0.3294944228840836,0.35759281144283644
W_floor167_v248_bfi4,blend8,0,0,0,0,248,0,0,0,167,0,0,0,248,0,0,0,63736,0,0,0,4,0,0,True,0,0.0,False,1032.170245008248,1120.123046938725,980.3151542837945,0.3294922626701658,0.3575688012609699
W_floor167_v249_bfi4,blend8,0,0,0,0,249,0,0,0,167,0,0,0,249,0,0,0,63993,0,0,0,4,0,0,True,0,0.0,False,1033.966175779452,1122.0230087756918,982.0726646482211,0.3294919684396714,0.3575528662892769
W_floor167_v250_bfi4,blend8,0,0,0,0,250,0,0,0,167,0,0,0,250,0,0,0,64250,0,0,0,4,0,0,True,0,0.0,False,1034.343043920279,1122.4189305259806,982.4499346089824,0.3294913098847056,0.35754799709070195
W_floor167_v251_bfi4,blend8,0,0,0,0,251,0,0,0,167,0,0,0,251,0,0,0,64507,0,0,0,4,0,0,True,0,0.0,False,1034.6977180724252,1122.830023765949,982.7732845093059,0.32948997863298096,0.357554901375762
W_floor167_v252_bfi4,blend8,0,0,0,0,252,0,0,0,167,0,0,0,252,0,0,0,64764,0,0,0,4,0,0,True,0,0.0,False,1035.5105801704844,1123.7126523745637,983.6014257348909,0.32948404469284553,0.3575486304697536
W_floor167_v253_bfi4,blend8,0,0,0,0,253,0,0,0,167,0,0,0,253,0,0,0,65021,0,0,0,4,0,0,True,0,0.0,False,1036.4886786703405,1124.7410053325516,984.6620777936467,0.329473725465503,0.3575269241590946
W_floor167_v254_bfi4,blend8,0,0,0,0,254,0,0,0,167,0,0,0,254,0,0,0,65278,0,0,0,4,0,0,True,0,0.0,False,1038.7624002448306,1127.1752749397451,986.8646694610447,0.3294727314603,0.3575153630718456
W_floor167_v255_bfi4,blend8,0,0,0,0,255,0,0,0,167,0,0,0,255,0,0,0,65535,0,0,0,4,0,0,True,0,0.0,False,1039.6529701471725,1128.1480585018821,987.8956063850007,0.32945276127150697,0.35749572565922755
W_floor168_v171_bfi1,blend8,0,0,0,0,171,0,0,0,168,0,0,0,171,0,0,0,43947,0,0,0,1,0,0,True,0,0.0,False,952.8591038046369,1034.341811,903.4295352778423,0.3296371225098832,0.35782568158115363
W_floor168_v173_bfi1,blend8,0,0,0,0,173,0,0,0,168,0,0,0,173,0,0,0,44461,0,0,0,1,0,0,True,0,0.0,False,954.2992021615556,1035.975033,904.7739218345516,0.3296315468381477,0.35784379976425823
W_floor168_v175_bfi1,blend8,0,0,0,0,175,0,0,0,168,0,0,0,175,0,0,0,44975,0,0,0,1,0,0,True,0,0.0,False,980.4295756165268,1064.2869639323112,929.7807494429807,0.3296118571850625,0.35780397846422063
W_floor168_v176_bfi1,blend8,0,0,0,0,176,0,0,0,168,0,0,0,176,0,0,0,45232,0,0,0,1,0,0,True,0,0.0,False,984.999745363001,1069.1282937765072,934.1048425745455,0.32962616514613946,0.3577794422646383
W_floor168_v177_bfi1,blend8,0,0,0,0,177,0,0,0,168,0,0,0,177,0,0,0,45489,0,0,0,1,0,0,True,0,0.0,False,988.3207440338128,1073.050037377222,937.2082277388637,0.32959636581795565,0.3578528476664796
W_floor168_v178_bfi1,blend8,0,0,0,0,178,0,0,0,168,0,0,0,178,0,0,0,45746,0,0,0,1,0,0,True,0,0.0,False,993.3520203352791,1078.2390363498048,942.064518218201,0.3296169703690038,0.35778442809756317
W_floor168_v179_bfi1,blend8,0,0,0,0,179,0,0,0,168,0,0,0,179,0,0,0,46003,0,0,0,1,0,0,True,0,0.0,False,995.9691379751673,1080.933084,944.6561908783623,0.3296210107136681,0.3577402572797451
W_floor168_v180_bfi1,blend8,0,0,0,0,180,0,0,0,168,0,0,0,180,0,0,0,46260,0,0,0,1,0,0,True,0,0.0,False,995.9523550051507,1080.933084,944.7548850308949,0.3296065210285663,0.35773055959095196
W_floor168_v181_bfi1,blend8,0,0,0,0,181,0,0,0,168,0,0,0,181,0,0,0,46517,0,0,0,1,0,0,True,0,0.0,False,996.0029284286021,1080.933084,944.9572404069943,0.3295956690376147,0.3577006179770597
W_floor168_v182_bfi1,blend8,0,0,0,0,182,0,0,0,168,0,0,0,182,0,0,0,46774,0,0,0,1,0,0,True,0,0.0,False,996.0142805243112,1080.933084,945.0121604736742,0.3295921974749067,0.3576927735326702
